"","Question","Answer"
"227","
									السؤال : هل يشترط ورود الماء على المتنجس ؟ أم يجوز ورود المتنجس على الماء ؟ وهل هو في خصوص الماء الغير معتصم ( الماء القليل ) ؟ أم يعم الماء المعتصم أيضاً ؟ راجين الجواب من حيث الغسلة التي تتعقبها الطهارة والتي لا تتعقبها الطهارة .
								","
									الجواب : نعم يشترط ورود الماء على المتنجس إلا في بعض الموارد التي يتعارف التطهير فيها بورود المتنجس على الماء كالثياب التي تطهّر بوضعها في الإجانة ونحوها .
								"
"228","
									السؤال : إذا كانت الأرض المتنجسة خالية من عين النجس وصب عليها الماء القليل فهل من الضروري أن يسحب هذا الماء بالكامل ؟ أم تطهر الأرض بكاملها ؟ وإن بقي شيء من الماء الذي صب على الأرض المتبقي في بعض المواضع ؟
								","
									الجواب : إذا بقي الشيء القليل من الماء الذي يتعارف بقاؤه لم يضر ذلك ، بل إذا استمر جريان الماء حتى ذهب ماء الغسالة فلا بأس ببقاء الكثير بعد ذلك .
								"
"229","
									السؤال : المستحضر المجلوب من دول الكفر والذي يحتوي على الجيلاتين الحيواني هل يمكن اعتباره قد استحال إلى صورة مغايرة ؟ وعلى هذا الأمر يكون هذا المستحضر طاهراً وحلالاً ؟
								","
									الجواب : الجيلاتين ليس مبايناً لأصله ، ولا يكون تحول أصله له من باب الاستحالة المطهرة ، بل هي نظير تميز المواد الدهنية بالحرارة والغليان ، نعم إذا كان الجيلاتين مأخوذاً من العظام فهو طاهر ، لأن العظم مما لا تحله الحياة فهو طاهر من الميتة ، فيحل أكله إذا كان مأخوذاً من حيوان محلل الأكل .
								"
"230","
									السؤال : إذا كان جزء من جسمي متنجس بالبول - مثلاً - فهل يجوز لي أن أطهره بالطرق التالية :
أ : أن أزيل النجاسة بخرقة أو نحوها إذا كانت العين موجودة ثم أغسل الخرقة وأبلها بقليل من الماء ، وأمسح بها المنطقة المتنجسة ، ومن ثم أغسلها وأكرر العملية ثانياً ؟
ب : الطريقة الأولى نفسها مع إبدال المسح بعصر الماء من الخرقة على المنطقة المتنجسة ؟ 
ج : أبل يدي وأزيل عين النجاسة إن وجدت ، ومن ثم أغسل يدي وأبلها ثم أمسح المكان ، ثم أغسل يدي وأبلها ثانياً ثم أمسح المكان ؟
								","
									الجواب : أ : لا يكفي المسح بالخرقة ، بل لا بُدَّ من وصول الماء للموضع النجس بالصب أو الغمس أو نحوهما .
ب : إذا تحقق الصب بذلك وانفصل ماء الغسالة كفى في التطهير .
ج : ذكرنا أنه لا يكفي المسح في التطهير .
								"
"231","
									السؤال : توجد بعض الغسالات الكهربائية الأوتماتيكية والتي يوصل بها أنبوب الماء المعتصم ويجري الماء على الثياب ثم ينقطع الماء ، وتبدأ الغسالة بتفريغ الماء وتدار الثياب داخلها ثم يرجع الماء ، وهكذا عدة مرات ، فهل تطهر الثياب إذا كانت نجسة ؟
								","
									الجواب : نعم تطهر .
								"
"232","
									السؤال : هل يحتاج التطهير بالكر إلى العصر أو التعدد إذا كان المتنجس ثوباً أو فراشاً ؟
								","
									الجواب : لا يحتاج إلى شيء من ذلك ، نعم يجب زوال عين النجاسة ، ففي مثل البول يجب خروجه من الثوب والفراش ولو بتوالي الماء عليها .
								"
"233","
									السؤال : ذكرتم جواباً لأحد الاستفتاءات أن الاستحالة المطهرة تختص بما إذا كان المستحال إليه من سنخ المتولد من المستحال منه عرفاً ، فهل يعني هذا أن المستحال إليه إذا لم يكن من سنخ المستحال منه عرفاً بل كان مبايناً وأجنبياً عنه عرفاً لا تكون الاستحالة مطهرة ؟ يرجى توضيح الضابطة في الاستحالة المطهرة ؟
								","
									الجواب : المعيار تعدد الموجودين عرفاً بحيث لا يعد أحدهما بقاءً للآخر واستمراراً له ، كي لا يجري استصحاب النجاسة من الحال الأول للحال الثاني .
								"
"234","
									السؤال :  هل الشمس من المطهرات ؟ 
								","
									الجواب : نعم من المطهرات على شروط ذكرناها في رسالتنا ( منهاج الصالحين ) .
								"
"235","
									السؤال : هل أن المكان المتنجس يطهر بمجرد مرور أشعة الشمس عليه بعد جفافه بالهواء ؟
								","
									الجواب :  يشترط في التطهير بالشمس أن يكون الشيء مما لا ينقل كالجدار والباب ، وأن يكون مرطوباً وأن يجف بسبب إشراق الشمس لا بسبب الهواء ونحوه .
								"
"236","
									السؤال : هل أن ما يقوم به بعض المؤمنين من رش الماء على قبور موتاهم يعتبر عمل مستحب وهل هناك روايات أو أحاديث لأئمتنا عليهم السلام تحث على ذلك، وهل تشتمل تلك الروايات على توجيه يحدد هذا الاستحباب بقيد زمني إلى مرور أربعين يوم على الوفاة مثلا أم أن الاستحباب مطلق وغير مقيد بزمن معين. أرجو التفضل بالإجابة مع شيء من الإسهاب ولكم من الله الأجر ومنا جزيل الشكر
								","
									الجواب : ورد في النصوص أنه يتجافى عنه العذاب مادام الندى في التراب كما يظهر من بعضها استحباب تكرار الصب في كل يوم إلى اربعين يوماً أو اربعين شهراً ويجوز صب الماء اكثر من ذلك برجاء المطلوبية.
								"
"237","
									السؤال : ماحكم وضع الرياحين على القبور وقرع القبر بحجر قبل قرائة الفاتحة لصاحب القبر؟
								","
									الجواب : يجوز ذلك من باب التكريم ولم يثبت استحبابه شرعاً.
								"
"238","
									السؤال :  كما أسأل عن الأعمال التي يكون فيها فائدة للميت منذ أول دفنه .
								","
									الجواب : أداء ما عليه من الحقوق الشرعية والمالية ، والإحسان والصدقة ، وقراءة القرآن والاستغفار للميت ، وصلاة ليلة الدفن ، فعن رسول الله ( صلى الله عليه وآله ) أنه قال : ( لا يأتي على الميت ساعة أشدّ من أول ليلة ، فارحموا أمواتكم بالصدقة ، فإن لم تجدوا فلْيصلِّ أحدكم ركعتين ) .
وهي صلاة ركعتين في الليلة الأولى التي تمرّ على المؤمن الميت في قبره ، يُقرأ في الأولى : سورة الفاتحة ، وآية الكرسي ، وفي الثانية : سورة الفاتحة ، وعشر مرات سورة القدر ، فإذا سلّم قال: ( اللَّهم صل على محمد وآل محمد ، وابعث ثوابها إلى قبر ... ) ويذكر اسم الميت .
								"
"239","
									السؤال : سؤالي سيدي عن المُحتضِر ، وكيفية التعامل معه من فترة الاحتضار وإلى أن يدفن .
								","
									الجواب : الأحوط  استحباباً توجيه المحتضر للقبلة ، ويجب ذلك بعد الموت ، ويستحب للمحتضر الإقرار بالشهادتين ، وبولاية الأئمة المعصومين ( عليهم السلام ) ، وبجميع العقائد الحقة .
ويستحب بعد الموت المبادرة لتغميض عينَي الميت ، وشَدِّ لحْيَيه ، ويُطبَقُ فمه ، وتُمدُّ يداه إلى جانبيه وساقاه ، وإعلام إخوانه المؤمنين بموته ليحضروا جنازته .
ثم تثليث الغسلات ، فيغسَّل أولاً بماء السدر ، ثم بماء الكافور ، ثم بماء القراح ، ويجب تكفينه بثلاثة أثواب ، القميص ، والإزار ، والرداء ، وتحنيطه بعد تغسيله قبل إكمال تكفينه بالكافور .
ثم تجب الصلاة بعد التغسيل والتحنيط والتكفين ، وقبل الدفن ، بخمس تكبيرات ، ويستحب في صلاة الميت الجماعة ، وكلما كان المصلّون أكثر كان خيراً للميت ، ثم يجب دفن المؤمن بمواراته في الأرض بنحو يُؤمَن على جسده من السِّباع ونحوها .
ويمكنك مراجعة أحكام الأموات في ( منهاج الصالحين ) ، الجزء الأول .
								"
"240","
									السؤال : يوصي البعض بنقل جثمانه إلى المشاهد المشرفة عند موته ، وعندما يعرفون ذلك في المستشفى يقطعون بعض أحشائه الداخلية بعد موته ليمكن المحافظة على الجسد فترة أطول ، فهل يجوز للولي السماح لهم بذلك ؟ وما الحكم فيما لو يمتنع المسؤولون في بلد من نقل الجثمان إذا لم تقطع أحشاؤه ، فيلزم من عدم السماح بذلك مخالفة الوصية ؟
								","
									الجواب : لا يجوز قطع الأحشاء ، ويجب على الوصي منعهم من ذلك حتى لو استلزم عدم تنفيذ الوصية ، لعدم نفوذ الوصية إذا توقف تنفيذها على الحرام .
								"
"241","
									السؤال : مَن ولي أمر الميت المعتبر إذنه ؟
								","
									الجواب :  الورثة هم أولياء الميت في تجهيزه ودفنه .
								"
"242","
									السؤال : ما هو حكم صلاة الزوجين إذا أقأموا الصلاة وهما في نفس الصف دون تقدم أحدهما على الآخر ودون أي حاجز بينهما؟","
									الجواب : لا بأس بذلك الا انه مكروه.
								"
"243","
									السؤال : لو كان الإمام في الجماعة يقلد من يقول بعدم وجوب الترتيب في الغسل بين الايمن والايسر وكان عمليا لا يرتّب فهل يجوز لمن يقلد من يقول بوجوب الترتيب بينهما أن يأتم به أم لا باعتبار أن غسل الامام باطل على تقليده ؟
								","
									الجواب : إذا علم المأموم بطلان صلاة الإمام او قامت عنده الحجة على ذلك لم يجز له الائتمام به, وإلا بنى على صحة صلاته وجاز له الائتمام به كما إذا كان الامام يرى عدم وجوب الترتيب في غسل الجنابة والمأموم يرى وجوبه لكن احتمل المأموم أن الإمام قد اغتسل بنحو الترتيب فإن يبني على صحة صلاته في ذلك وأمثاله ويجوز له الائتمام به. نعم، إذا علم بأنه لم يأت بالترتيب في الغسل الأخير بنى على بطلان صلاته ولا يجوز له الائتمام به.
								"
"244","
									السؤال : ماحكم اشباع الحركات الثلاث الى حد تكون  الحركة حرفا مثل (فصل لربك وانحر) فتقرأ بالاشباع (فصلي لربك وانحر) ؟
								","
									الجواب :  الزيادة عمداً في السورة مبطل للصلاة، ولو كان ذلك حرفاً او حركةً من القراءة والواجب من القراءة ان تكون على النهج العربي فلا يجزئ الملحون. 
								"
"245","
									السؤال : ما حكم قراءة القرآن بإحدى القراءات السبع أو العشر المعروفة؟
								","
									الجواب : يتخير المكلف في القراءة بين القراءات المشهورة المتداولة في زمان الأئمة (عليهم السلام) وإن كان الأولى اليوم القراءة على ما هو المثبت في المصاحف المشهورة بين المسلمين."
"246","
									السؤال : هل يستحب الاتيان بالتلقين وكذلك صلاة الوحشة للطفل ؟
								","
									الجواب : لا بأس بذلك برجاء المشروعية.
								"
"247","
									السؤال : زيد من الناس كان يتوضأ بطريقة خاطئة مدة من الزمن جاهلا ، حيث يقدم مسح يده اليسرى قبل اليمنى .فهل نحكم بصحة صلاته؟
								","
									الجواب : يبطل وضوؤه والاخلال بالطهارة من الحدث موجب لبطلان الصلاة فيجب عليه قضاء الصلوات التي صلاها. نعم, الصلوات المأتي بها بعد غسل الجنابة او غسل مشروع كغسل الجمعة لا يجب قضاءها واذا تردد الفائت بين الأقل والأكثر اقتصر على الاقل.
								"
"248","
									السؤال : كيفية النية في صلاة الزيارة لاحد المراقد المطهرة؟
								","
									الجواب : لا يجب في النية التلفظ بمؤداها بل موقعها النفس كما انها لا تحتاج الى تكلف واستحضار بل يكفي حصولها بمقتضى طبع المكلف وارتكازه بحيث لو سئل لأجاب بأني اريد صلاة الزيارة قربة لله تعالى.
								"
"249","
									السؤال : هل يصح استئجار شخص لصلاة القضاء اذا كان جزء من كفه مقطوعاً ؟
								","
									الجواب : لا تبرأ ذمة المنوب عنه بعمل النائب إذا كان اضطرارياً، كما  لو كانت وظيفته التيمم أو الطهارة الجبيرية أو الصلاة من جلوس أو نحوها، إلا  مع الاضطرار، بان لا يكون هناك من يؤدي عنه بعمل اختياري تام، ولو حصل  ذلك وجيء بالعمل الاضطراري فالاجتزاء به مراعى بعدم تيسر من يؤدي عنه  بالعمل التام، فمتى تيسر كان اللازم الإتيان به.
								"
"250","
									السؤال : ماحكم الصلاة بالطائرة اذا كان المسافر يجهل القبلة او لا يوجد مكان للصلاة فما العمل اذا كانت الرحلة طويلة؟ وهل تصلى قصراً؟
								","
									الجواب : يجب على المكلف التحري وبذل الوسع في معرفة القبلة ولو بسؤال من يتيسر سؤاله، ويعمل على ما تحصّل له وإن كان ظناً، وإذا لم يمكن معرفة القبلة ولا الظن بها ووسع الوقت الانتظار لـحين حصول العلم أو الظن بالقبلة وجب الانتظار. وإلا صلى إلى أي جهة الأقرب لاحتمال القبلة فالأقرب.
أما الطمأنينة فالظاهر حصولها في الطائرة بالنحو الكافي شرعاً. ولو فرض عدم حصولها في بعض الأوقات وجب الانتظار مع سعة الوقت، ومع ضيق الوقت يكتفي بما يتيسر."
"251","
									السؤال : ماحكم صلاة الليل اثناء السفر؟ هل تسقط او تصلى؟
								","
									الجواب : لا تسقط نافلة الليل في السفر بل هي مستحبة للمسافر والحاضر وتسقط نافلة الصلاة المقصورة النهارية.
								"
"252","
									السؤال : هل جائز قولنا في الأذان الشهادة الثالثة أشهد أن عليا وابناءه المعصومين حجج الله ، و هل جائز قولنا في الركوع و السجود بعد الذكر و الصلاة على الرسول و آله و عجل فرجهم و العن أعداءهم.
								","
									الجواب : نعم يجوز ذلك في الاذان باعتبار رجحان هذه العبارة وكونها شهادة بحق ، كما يجوز الدعاء المذكور في الركوع والسجود.
								"
"253","
									السؤال : هل يجب رفع اليدين حال تكبيرة الإحرام ؟
								","
									الجواب :  لا يجب ذلك .
								"
"254","
									السؤال : هل يجوز السجود على النبات من غير اضطرار ؟ وبالأخص الحشيش والثيل ؟ وهل يجوز السجود على التربة التي اسودَّت من دهن البشرة من كثرة السجود عليها ؟ وما حجم الجبهة الواجب السجود عليها ؟
								","
									الجواب :  يجوز السجود على النبات غير المأكول والملبوس كالحشيش والثيل ، والسجود على التربة المسودة من دهن البشرة ، إذا لم يكن حاجباً فلا مانع منه ، ومقدار الجبهة مسماها ولو قليلاً ، ويكفي متفرقاً غير مجتمع ، كالسجود على الحصى الناعمة ، أو السبخة ، أو الطين ، ونحو ذلك .
								"
"255","
									السؤال : تتراكم الأتربة والغبار والعرق على التربة ، ويصبح لونها أسود ، فهل يصح السجود على التربة عندئذ ؟
								","
									الجواب : يجوز السجود عليها ما دام يصدق عليها اسم التراب ، فإذا صار عليها جرم حائل من العرق والأوساخ وجب إزالته ، أو السجود على شيء آخر مما يصح السجود عليه .
								"
"256","
									السؤال : هل يجوز السجود على التربة الحسينية من الجهة المنقوش عليها ؟
								","
									الجواب :  يجوز ذلك ما دامت النقشة أو الكتابة من التراب .
								"
"257","
									السؤال : في أحد الأيام ، وبينما أنا في السوق قمت بالصلاة في جامع ، ولم أكن أملك سوى كارت للدعاية ، فسجدتُ عليه ، ما حكم صلاتي ؟ وهل أعيدها ؟ أم لا ؟ علماً بأني لا أعلم المادة التي صُنع منها الكارت ؟
								","
									الجواب : إنما يجوز السجود على الورق المصنوع من مواد يصح السجود عليها ، كالقصب ، أو البردي ، دون المصنوع من غيره ، ومع الشك في حقيقته وجواز السجود عليه لا يصح السجود عليه ، ويجب قضاء الصلاة لو حصل السجود على ما لا يصح السجود عليه .
نعم إذا اعتقدت - في حينه - جواز السجود على الكارت المذكور فسجدت عليه صحت صلاتك ، ولا يجب عليك القضاء ، وإنما يجب عليك التأكد من السجود على ما يصح السجود عليه في الصلوات الآتية .
								"
"258","
									السؤال : أنا كثير النسيان ، وغالباً ما أصلي وأنا ألبس جلدا مدبوغاً من دولة أجنبية سهواً مني ، وأضطرّ لأن أعيد الصلاة ، وقال لي أحدهم أنه لا يجب أن أعيد الصلاة إذا كنت كثير النسيان ، فما هو الحكم بالضبط ؟
								","
									الجواب : لا تجب عليك الإعادة ما دمت ناسياً .
								"
"259","
									السؤال : هل يجوز لكثير الشك الاعتناء بشكه ؟ أم يحرم عليه الاعتناء ؟ ومورد سؤالي : رجل كثر شكه في صحة قراءة سورة الفاتحة ، فيكرر كل آية منها مرات عديدة ، ظناً منه أنه يأتي بالأحسن ، وربما لا يأتي بأحسن مما أتى به أول مرة بشهادة من يسمعه ، حتى ليظن السامع له أنه مبتلى بالوسوسة ، ويطول وقوفه لينهي الفاتحة ؟
								","
									الجواب : كثير الشك في الصلاة لا يَعتني بِشكِّه - على ما هو موضَّح ومفصَّل في ( منهاج الصالحين ) - ، وفي خصوص مورد السؤال التكرير المذكور إذا كان بسبب عدم اقتناعه بصحة قراءته السابقة فهو ليس محرماً - باعتبار أن ما يقرأه من القرآن فلا يبطل الصلاة - ، نعم ينبغي له إهمال الشك المذكور وعدم الاعتناء به .
وإذا كان بحالة نفسية غير مستقرة بحيث لا يطمئن بصحة قراءته فيكفيه أن يعتمد على تشخيص من يسمعه ممن يثق به ، وبمعرفته بالقراءة الصحيحة .
								"
"260","
									السؤال : هل يجوز للمرأة أن تهدم صلاتها عندما يقوم الطفل بأخذ التربة من موضع السجود والذهاب بها بعيداً ؟ وإذا كان ذلك لا يجوز فما العمل في هذه الحالة ؟
								","
									الجواب : يجوز لها قطع الصلاة مع عدم وجود ما يصح السجود عليه غير التربة ، بل يجوز قطع الصلاة لكل غرض راجح ديني أو دنيوي ، ولو لأجل إيقاع الصلاة على الوجه الأكمل ، والأحوط وجوباً عدم قطع الصلاة بدون ذلك .
								"
"261","
									السؤال :  هل للحبر ( حبر الأقلام ) جرم حائل ؟
								","
									الجواب : أقلام الجاف لها جرم عادة ، وأما الحبر فلا جرم له عادة ، والمعيار في ذلك العرف .
								"
"262","
									السؤال : هل يجب علي إيقاظ أولادي البالغين لصلاة الفجر ؟
								","
									الجواب :  كلا لا يجب ، لكنه أمر مُحبَّذ ، ليعتادوا على أداء صلاة الفجر منذ بداية بلوغهم ، ولا يتهاونوا فيها .
								"
"263","
									السؤال :  ما المقصود بصلاة النوافل الرواتب ؟ 
								","
									الجواب : هي النوافل التابعة للفرائض والمرتبة في اليوم والليلة ، وهي نافلة الظهرين ، ونافلة المغرب ، والوتيرة ، وصلاة الليل ، ونافلة الفجر .
								"
"264","
									السؤال : إذا كنت في بلد وكانت الشمس تطلع فيه باليوم الواحد نصف ساعة فكيف يكون ترتيب أوقات الصلاة وكيف يكون الصوم ؟
								","
									الجواب : أما صلاتا الظهرين فتجبان بمرور الشمس على دائرة نصف النهار الذي هو الزوال .
وأما صلاة المغرب والعشاء فتجبان بغيبوبة الشمس ، وإذا كان البياض في جانب المشرق يغيب بعد مغيب الشمس فيمتد وقتها إلى نصف الليل وإن طال ، وتجب صلاة الصبح بظهوره بعد غيبوبته ويمتد وقتها إلى طلوع الشمس ، وإذا كان البياض المذكور لا يغيب فالأحوط وجوباً المبادرة للعشائين وعدم تأخيرهما عن غيبوبة الشمس كثيراً ، وتأخير الصبح إلى قبيل طلوع الشمس وعدم تقديمها عنه كثيراً . 
وأما الصوم فمع غيبوبة البياض بعد غياب الشمس يبدأ بظهور البياض وينتهي بغياب الشمس ، والأحوط استحباباً الاستمرارية إلى غياب الحمرة المشرقية . 
وأما مع عدم غيبوبة البياض فيشكل مشروعية الصوم ، والأحوط الابتداء بالإمساك عند ظهور البياض في أقرب منطقة من مكان المكلف والانتهاء به عند غياب الشمس في مكان المكلف .
								"
"265","
									السؤال : كم هو الفرق الزمني بين طلوعي الفجرين الكاذب والصادق ولو بصورة تقريبية ، هل هو ربع ساعة أو ثلث ساعة مثلاً ؟
								","
									الجواب : ليس لذلك تحديد شرعي بل هو تابع للتجربة والاستقراء اللذين لا مجال لهما غالباً في زماننا هذا الذي يشيع فيه الكهرباء ، فلا يتيسر معه رؤية الفجر الصادق في أول طلوعه فضلاً عن الكاذب .
								"
"266","
									السؤال : شخص لا يصلي الصلاة في وقتها بقصد التقية ، علماً تكون بعض المرات قضاءً فما هو الوجه ؟
								","
									الجواب : إذا كان يخشى على نفسه من الصلاة يجوز له تأخيرها ، ولكن يجب عليه المحافظة على الوقت الأدائي مهما أمكن ، وأما إذا أمكنه أن يصلي صلاته بما يوافق باقي المذاهب جاز له ووجب عليه ذلك فراراً من ترك الصلاة في وقتها .
								"
"267","
									السؤال : هل يجوز الاعتماد على جهاز التلفزيون من معرفة شروق الشمس وغروبها ؟
								","
									الجواب : إذا أوجب العلم بذلك فهو جائز ، على أن التلفزيون إذا صدق فهو إنما يخبر عن منطقة خاصة كبغداد ولا يخبر عن جميع المناطق .
								"
"268","
									السؤال : متى تبدأ فضيلة الظهر ومتى تنتهي ؟ ومتى تبدأ فضيلة العصر ومتى تنتهي ؟ وماذا يفعل الإمام إذا كان في المصلين قلة أو كثرة من يصلي نوافل الظهر والعصر ؟
								","
									الجواب : تبدأ فضيلة الظهر من أول الزوال وتنتهي ببلوغ ظل الإنسان قدمين ( سبعي الشاخص ) وتبدأ فضيلة العصر من نهاية فضيلة الظهر إلى بلوغ الظل أربعة أقدام ( أربعة أسباع الشاخص ) ، وقد ذكرنا في رسالتنا ( منهاج الصالحين ) أن الجزم بأوقات الفضيلة غير متيسر لنا ، وأنه يحسن العمل على ذلك برجاء المطلوبية مراعاة للاحتمالات البعيدة .
								"
"269","
									السؤال : هل يجب الانتظار في صلاة المغرب إلى ما بعد سقوط القرص مدة حوالي (30) دقيقة ، وهو ما يعبر عنه بذهاب الحمرة المشرقية ؟ أم يستحب الانتظار فقط ؟
								","
									الجواب : لا يجب الانتظار مع العلم بسقوط القرص ، بل يستحب الانتظار قليلاً بما يقارب ذهاب الحمرة ، ومع الشك بسقوط القرص يجب الانتظار حتى يحصل العلم بسقوطه .
								"
"270","
									السؤال : نحن في بعض الدول الغربية وقد يحل وقت الصلاة ونحن في العمل فهل يجوز أن نأخذ من وقت العمل لتأدية الصلاة ؟ علماً أنه لا يؤثر على سير العمل ، وإذا كان مؤثراً فهل يجوز ؟ وهل تصح الصلاة ؟ وهل يجب الاستئذان من المسؤول ؟
								","
									الجواب :  إذا لم يكن الانشغال بالصلاة مؤثراً على سير العمل فلا إشكال ، أما إذا كان مؤثراً عليه فالصلاة صحيحة إلا إذا كان صاحب العمل مسلماً محترم المال ، نعم لا ينبغي للمؤمنين أن يعرف عنهم عدم الانضباط والخروج عن القوانين المرعية ، كما أطلنا الكلام في ذلك في رسالتنا الموجهة لإخواننا المغتربين .
								"
"271","
									السؤال : هل يجوز الصلاة عند غروب أو الشروق أو زوال الشمس ؟ وما صحة هذا الحديث : ( يكره الصلاة في طلوع الشمس وغروبها ، لأن الشمس تطلع على قرني إبليس وتغرب على قرني إبليس ) ؟
								","
									الجواب :  هذه المسألة خلافية بين الفقهاء ، ونحن لم يثبت عندنا كراهة الصلاة في الأوقات المذكورة .
								"
"272","
									السؤال :  في بعض بلاد النرويج يتلاشى الليل تماماً من شهر تموز إلى منتصف آب فيكون الوقت كله نهاراً خلال اليوم .. فما هو حكم الصيام إذا صادف شهر رمضان ؟ وما هو حكم مواعيد الصلاة ؟
								","
									الجواب : أما مواعيد الصلاة فالظاهر تحقق وقت صلاة الظهرين بانحراف الشمس عن دائرة نصف النهار في منتهى ارتفاعها ضمن دائرة شروقها المحيطة بالأفق ، فيجب الإتيان بهما ، كما أن الأحوط وجوباً الإتيان ببقية الصلوات برجاء المطلوبية مردداً بين الأداء لصلاة اليوم والقضاء لصلاة اليوم السابق . 
وحينئذ إذا كان المراد بتلاشي الليل عدم غيبوبة قرص الشمس فالأحوط وجوباً الإتيان بصلاة العشائين بعد دخول الشمس في نصف الدائرة الأسفل ، والإتيان بصلاة الصبح قبل خروجها عن النصف المذكور .
وإن كان المراد بتلاشي الليل عدم غيبوبة البياض الذي يكفي في تحقق الفجر مع غيبوبة الشمس في الأفق فالأحوط وجوباً الإتيان بصلاة العشائين بعد غيبوبتها في الأفق قبل وصولها إلى دائر نصف الليل في منتهى نزولها في الأفق ، والإتيان بصلاة الصبح قبل ظهورها في الأفق بعد قوة نور الفجر .
وأما الصوم فيشكل مشروعيته أداء لو صادف شهر رمضان في الزمن المذكور سواءً لم تغب الشمس أصلاً أم غابت ولم يتحقق بغيبوبتها ظلام يبدأ من بعده نور الفجر ، بل اختلط ضياء الشفق بضياء الفجر من دون تمييز بينهما .
وحينئذ يتعين القضاء في الفصول التي يتميز فيها الليل عن النهار ويبدأ فيها الفجر بعد اشتداد الظلام ، هذا وفي مثل هذه البلاد كما تمر فترة يتلاشى فيها الليل كذلك تمر فترة فيما يقابلها من السنة يتلاشى فيها النهار بغيبوبة الشمس في تمام دورة الأرض ، وفي مثل هذه الفترة لا يتحقق وقت شيء من الصلوات حتى صلاتي الظهرين ، فاللازم حينئذ الإتيان بالصلوات الخمس بالنية التي تقدمت سابقاً موزعة على ما يناسبها من موقع الشمس من دائرة الأفق . ويظهر ذلك بالتأمل . 
أما الصوم فلا يشرع أداء ، بل يتعين قضاؤه في الوقت المتقدم من فصول السنة .
								"
"273","
									السؤال : أيهما أفضل للمكلف الذي يصلي منفرداً أن يجمع بين العشائين أم أن يؤخر صلاة العشاء إلى أول وقت الفضيلة ؟
								","
									الجواب :  لا يبعد أفضلية إيقاع العشاء بعد غياب الحمرة المغربية .
								"
"274","
									السؤال : من لا يقدر أن يعلم بدخول الوقت وخروجه كيف يؤدي الصلاة ؟ 
								","
									الجواب : إذا أمكن تحصيل اليقين بدخول الوقت وجب ومع عدم إمكانه يصلي لا بنية القضاء ولا الأداء .
								"
"275","
									السؤال : المعروف أن وقت فضيلة العصر ما بين الزوال وبلوغ الظل الحادث به مقدار مثليه ، فإذا انتهى وقت فضيلة العصر ولم يكن المؤمن قد أتى بالفريضة أو نافلتها- أي فريضة العصر أو نافلتها - فهل يجوز له عندئذ أن يأتي بالنافلة ثم الفريضة ؟ أم يجب عليه حينئذ الاكتفاء بالإتيان بالفريضة ؟
								","
									الجواب : يجوز له الإتيان بالنافلة قبل الفريضة حينئذ على أن تكون قضاء ، لكن الأولى تقديم الفريضة .
								"
"276","
									السؤال : هل يجوز جمع النوافل لتصلى جميعاً في وقت آخر ، أي جمع الثمان ركعات قبل الظهر والثمان ركعات قبل العصر لتصلى جميعاً بعد أداء صلاة العشاء ونوافلها ؟ وهل يجوز تأخير نافلة الظهر لتصلى بعد صلاة الظهر ؟ وهل يجوز تأخير نافلة العصر لتصلى في الفترة بعد صلاة العصر وقبل صلاة المغرب ؟ وإذا كان على المؤمن قضاء صلاة فائتة أو نحوها فهل يجوز له أداء ذلك القضاء في الفترة بعد صلاة العصر وقبل صلاة المغرب ؟
								","
									الجواب :  نعم يجوز جمع الصلوات في الأوقات المذكورة لكنها تكون قضاءً لا أداءً .
								"
"277","
									السؤال : ما الدليل على جمع الصلوات عند الشيعة ؟ أو ما هو الأفضل الجمع أم التفريق ؟
								","
									الجواب : شيعة أهل البيت ( عليهم السلام ) لا يحتاجون إلى دليل على جواز الجمع ، وإنما المانع من جواز الجمع هو الذي يحتاج إلى الدليل ، إذ ليس في القرآن المجيد ما يشهد بعدم جواز الجمع ، وكذا ليس في الأخبار المتفق على صحتها بين طوائف المسلمين ما يشهد بعدم الجواز .
بل تواترت أخبار الشيعة عن أئمتهم من أهل البيت ( عليهم السلام ) بجواز الجمع ، وهم الثقل الأصغر الذين أمر النبي ( صلى الله عليه وآله وسلم ) أمته بالرجوع إليهم مع القرآن .
كما يوجد جملة من أخبار الجمهور في صحاحهم تشهد بجواز الجمع ، وأن رسول الله ( صلى الله عليه وآله وسلم ) جمع من غير مطر ولا سفر .
قيل لابن عباس : ما أراد إلى ذلك ؟ ، قال : أراد أن لا يحرج أمته [ رواه مسلم ] .
وروى الخمسة : أن النبي ( صلى الله عليه وآله وسلم ) صلى بالمدينة سبعاً وثمانياً : الظهر والعصر ، والمغرب والعشاء [ راجع التاج الجامع للأصول من أحاديث الرسول الجزء الأول ص : 321 ] .
وهناك روايات أخرى تراجع في مصادرها .
وما أدري بعد ذلك كله كيف تكلف الشيعة بإقامة الدليل على جواز الجمع ؟! ، نعم المشهور بين الشيعة أن الأفضل هو التفريق كما صرحوا بذلك في كتبهم الفقهية ، وليس عملهم على الجمع إلا من أجل اليسر ، فإن الله تعالى يحب أن يعبد في رخصه كما يحب أن يعبد في فرائضه ، على ما في الخبر .
وقد كتب الشيعة كثيراً في الدفاع عن وجهة نظرهم بما يكفي المنصف ، والله سبحانه الموفق .
								"
