"","Question","Answer"
"117","
									Question : How do I perform wudhu?
								","
									Answer : You start by washing the face from the topmost part of the forehead where the hair begins to grow to the farthest end of the chin, and its breadth is what is covered between the thumb and the middle finger. The said area must be washed fully. Then, wash the arms by starting with the right arm from the elbow to the tips of the fingers. Then wash the left arm in the same way. Then, wipe the head using the wetness of the right hand. Then, wipe the feet from the tips of the toes to the ankles, starting with the right feet, then the left. It is sufficient to wipe normally and it is not mandatory to cover the mentioned wiped areas fully with wetness.
								"
"118","
									Question : If someone had been doing wudhu incorrectly and never knew it, does he have to repeat all the past prayers?
								","
									Answer : Yes, it is obligatory to make up the past prayers.
								"
"119","
									Question : Imam Ja'far Al-Sadiq (peace be upon him) has said the one who transgresses the limits in his wudhu is like the one who has broken his wudhu. What does the Imam mean here? What limits is he referring to? For example, I know that it is recommended to wash beyond the obligatory parts of the face; does this narration make things like this prohibited or does it break one's wudhu?
								","
									Answer : The mentioned is not what the tradition means. What the tradition means is observing the religious guidelines when performing the wudhu and not to cross them, for example: wiping replaced with washing, or wiping the bottom of the foot instead of its top, and similar cases where the religious restrictions are transgressed.
								"
"120","
									Question : Do all toes need to be wiped during in wudhu, or just the last toe?
								","
									Answer : It suffices in the correctness of the wudhu to perform what is considered as wiping, even if it is on one toe.
								"
"121","
									Question : Does wiping the head with new water make the wudhu void?
								","
									Answer : Yes, the wudhu is void if the wiping was with new water. If the water used in wiping is mixed with new water, and therefore the wiping was done using both waters, then the wudhu should be repeated based on an obligatory precaution.
								"
"122","
									Question : What is obligatory to say before starting wudhu?
								","
									Answer : There are no mandatory words to be said before performing wudhu.
								"
"123","
									Question : I have heard that to wash your right arm you must first have water in your right hand and then put it in your left hand and then pour it over the right arm, is this true?
								","
									Answer : The said steps are recommended and not obligatory.
								"
"124","
									Question : Someone told me that when I finish pouring water on my arm, before I start wiping freely, I must wipe once from my elbow down to my fingertips in one stroke and if this is not done then the wudhu is void. Is this true?
								","
									Answer : No, it is not true. You can do so with as many strokes as necessary to ensure that the area is fully washed.
								"
"125","
									Question : Can I perform wudhu for prayers by immersing the parts of wudhu in water, like in ghusl?
								","
									Answer : It is not necessary to use the hands in washing the face and arms during wudhu. It is valid to wash them by placing them under the tap directly, such that they are washed from the top downwards. It is also a condition of the wudhu to wipe the head and the feet with the dampness on the hand that originates from the wudhu process only, and not to allow the hand to become wet from other than that before wiping.In light of the above, before one proceeds to wiping the head and feet, one should ensure that a part of the left arm is unwashed before using the right hand to wash the left arm, in order for the right hand to have only the water of wudhu on it. Otherwise, the water on the right hand might be extra water and wiping with it will invalidate the wudhu.
								"
"126","
									Question : Is one required to have wudhu while touching an English translation of the Holy Quran?
								","
									Answer : No, one does not need to perform wudhu in order to touch the translation of the Quran.
								"
"127","
									Question : One realized when washing the face during wudhu that he had not been washing under the chin. Is it obligatory on him to make up all prayers that he performed with such a wudhu?
								","
									Answer : It is a condition in the correctness of the wudhu to wash the face from the topmost part of the forehead where the hair begins to grow to the farthest end of the chin. Washing underneath the chin is not obligatory.
								"
"128","
									Question : Is the ablution valid when it is performed using muddy water, or water containing sugar or salt?
								","
									Answer : It is permissible to perform ablution with the water if the percentage of salt, sugar or mud in it is so low that it is still conventionally considered as water.
								"
"129","
									Question : Is the visible part in the nostrils considered an internal or external part of the body, so one should include it in ablution?
								","
									Answer : It is not considered among the apparent part of the body, so it is not included in the ablution.
								"
"130","
									Question : I have recently learned that when wiping my head in wudhu, I cannot touch the water on my forehead as the water will be mixed and this makes it void; is this true? I am finding this very difficult to do as I am bound to get some water on my hand from my forehead.
								","
									Answer : Yes, it is true, and you can wipe normally and not touch the wet places.
								"
"131","
									Question : During wudhu how many times must the face and arms be washed?
								","
									Answer : It is obligatory in wudhu to completely encompass the face and the arms from the elbow to the fingertips with water once even if it involves pouring water several times.
								"
"132","
									Question : When performing wudhu, do I have to pour water on the back of my arms or from the front?
								","
									Answer : Both ways of washing the arms are permissible.
								"
"133","
									Question : Once I have completed wudhu, is it still valid after I touch my husband or when he touches me after he has completed wudhu?
								","
									Answer : Touching the skin of the opposite sex does not invalidate the wudhu.
								"
"134","
									Question : If pre-ejaculatory fluid (or Cowpers fluid) is passed after ablution, is the ablution valid?
								","
									Answer : Discharge of the said liquid does not invalidate the ablution.
								"
"135","
									Question : If after ablution a person is tempted towards women, does this invalidate the ablution?
								","
									Answer : The ablution is not invalidated by such a thing.
								"
"136","
									Question : Do bleeding gums make wudhu void?
								","
									Answer : No, the bleeding of the gums does not invalidate the wudhu.
								"
"137","
									Question : If a woman after wudhu is seen by a non-mahram person, does her wudhu become invalid?
								","
									Answer : No, this does not invalidate the wudhu.
								"
"138","
									Question : A person after urinating performs wudhu. He then performs prayer. During his prayer he feels that he has excreted a fluid from his urinary organ, but there is uncertainty as to the actual type of fluid. What is the state of his prayer now? Is it invalid?
								","
									Answer : If he did istibra, which is the process of ensuring that there is no urine left in the urethra, or if he knew that the urethra had no urine left because he waited for some time after urination or because of any other reason, then the prayer is valid and he should not pay attention to this doubt. If this was not the case, and he doubts whether the liquid was urine or not, then he should treat it as urine, consider the wudhu and the prayer as void, and purify the body and clothes that the liquid came into contact with.
								"
"139","
									Question : Sometimes during prayer I feel internal movements or gas, such that it causes doubt about whether I have passed gas or not. Should I act on the doubt and consider my wudhu void, or do I ignore it until I am certain that gas has actually exited?
								","
									Answer : You should ignore such doubts. You can continue your prayer.
								"
"140","
									Question : I have heard that, during wudhu, I have to wipe until three centimeters before my hairline. Is this true?
								","
									Answer : There is no precise limit for wiping, but it is sufficient that the wetness on the hand is not mixed with the wetness in other parts of the wudhu.
								"
"141","
									Question : Is it correct to perform the wiping of the head in wudhu when the hair is wet?
								","
									Answer : If the wetness on the head was such that it transfers to the hand and leads to wiping the feet with that wetness, then this invalidates the wudhu, since it is obligatory to wipe the feet with the wetness of the wudhu. If the wetness on the head was such that it does not transfer to the hands when wiping the head, then there is no problem in wiping the head in this case. Therefore, it is better to dry the head before the wudhu.
								"
"142","
									Question : How do I perform wudhu?
								","
									Answer : You start by washing the face from the topmost part of the forehead where the hair begins to grow to the farthest end of the chin, and its breadth is what is covered between the thumb and the middle finger. The said area must be washed fully. Then, wash the arms by starting with the right arm from the elbow to the tips of the fingers. Then wash the left arm in the same way. Then, wipe the head using the wetness of the right hand. Then, wipe the feet from the tips of the toes to the ankles, starting with the right feet, then the left. It is sufficient to wipe normally and it is not mandatory to cover the mentioned wiped areas fully with wetness.
								"
"143","
									Question : Do all toes need to be wiped during in wudhu, or just the last toe?
								","
									Answer : It suffices in the correctness of the wudhu to perform what is considered as wiping, even if it is on one toe.
								"
"144","
									Question : Does wiping the head with new water make the wudhu void?
								","
									Answer : Yes, the wudhu is void if the wiping was with new water. If the water used in wiping is mixed with new water, and therefore the wiping was done using both waters, then the wudhu should be repeated based on an obligatory precaution.
								"
"145","
									Question : Someone told me that when I finish pouring water on my arm, before I start wiping freely, I must wipe once from my elbow down to my fingertips in one stroke and if this is not done then the wudhu is void. Is this true?
								","
									Answer : No, it is not true. You can do so with as many strokes as necessary to ensure that the area is fully washed.
								"
"146","
									Question : Can I perform wudhu for prayers by immersing the parts of wudhu in water, like in ghusl?
								","
									Answer : It is not necessary to use the hands in washing the face and arms during wudhu. It is valid to wash them by placing them under the tap directly, such that they are washed from the top downwards. It is also a condition of the wudhu to wipe the head and the feet with the dampness on the hand that originates from the wudhu process only, and not to allow the hand to become wet from other than that before wiping.In light of the above, before one proceeds to wiping the head and feet, one should ensure that a part of the left arm is unwashed before using the right hand to wash the left arm, in order for the right hand to have only the water of wudhu on it. Otherwise, the water on the right hand might be extra water and wiping with it will invalidate the wudhu.
								"
"147","
									Question : One realized when washing the face during wudhu that he had not been washing under the chin. Is it obligatory on him to make up all prayers that he performed with such a wudhu?
								","
									Answer : It is a condition in the correctness of the wudhu to wash the face from the topmost part of the forehead where the hair begins to grow to the farthest end of the chin. Washing underneath the chin is not obligatory.
								"
"148","
									Question : Is the visible part in the nostrils considered an internal or external part of the body, so one should include it in ablution?
								","
									Answer : It is not considered among the apparent part of the body, so it is not included in the ablution.
								"
"149","
									Question : I have recently learned that when wiping my head in wudhu, I cannot touch the water on my forehead as the water will be mixed and this makes it void; is this true? I am finding this very difficult to do as I am bound to get some water on my hand from my forehead.
								","
									Answer : Yes, it is true, and you can wipe normally and not touch the wet places.
								"
"150","
									Question : During wudhu how many times must the face and arms be washed?
								","
									Answer : It is obligatory in wudhu to completely encompass the face and the arms from the elbow to the fingertips with water once even if it involves pouring water several times.
								"
"151","
									Question : When performing wudhu, do I have to pour water on the back of my arms or from the front?
								","
									Answer : Both ways of washing the arms are permissible.
								"
"152","
									Question : What is the justification of the school of Ahl-ul-Bait (peace be upon them) for wiping the feet, rather than wiping over the socks or shoes, or washing them?
								","
									Answer : The wudhu is valid if the feet are wiped directly on the skin. It is not sufficient to wipe on the socks and shoes, nor is it sufficient to wash the feet, as per the verse of wudhu when Almighty Allah said: ""When you rise up for prayer, wash you faces, and your hands to the elbows, and wipe your heads and your feet to the ankles."" (Quran, 6:5).
								"
"153","
									Question : Some people perform ablution in the morning and then wear socks after that. When performing ablution for the noon prayer, they just wipe over socks. Is that correct?
								","
									Answer : It is not correct, as wiping should be on the skin directly.
								"
"154","
									Question : Is it permitted to do wudhu with mascara on?
								","
									Answer : If it does not prevent water from reaching the skin, then it is permissible.
								"
"155","
									Question : I know that in wudhu I have to wash my face from the top downwards, but what if while doing that, I rub it the opposite way by accident?
								","
									Answer : There is nothing wrong with that as long as you washed correctly after realizing that you washed in the wrong direction.
								"
"156","
									Question : In warm weather when somebody frequently perspires, during the wiping of wudhu, there is already some sweat mixed with the water in wiping the head, so is there any problem with that?
								","
									Answer : The wudhu is valid if the sweat was little but it is better to dry it just before starting the wudhu to avoid any doubts.
								"
"157","
									Question : Can a girl still pray while she has colored nail polish on fingers and/or toes?
								","
									Answer : Having nail polish is permissible during the prayer if it was applied after wudhu or ghusl. It prevents water from reaching the nail so it invalidates wudhu or ghusl if it was applied before performing any one of them. It can be applied on some of the toes that are not wiped during wudhu.
								"
"158","
									Question : Is it allowed to wash the face with two hands in wudhu?
								","
									Answer : Yes, it is permissible.
								"
"159","
									Question : What should I do if I come to wipe my head and feet, and I find my hands really dry?
								","
									Answer : If the hands become dry because of a justifiable excuse, like if he forgot or due to the heat, then one should make the hand wet with the wetness from the beard, eye lashes, eyebrows or any other areas of the face, and wipe using that wetness.
								"
"160","
									Question : How do I perform wudhu?
								","
									Answer : You start by washing the face from the topmost part of the forehead where the hair begins to grow to the farthest end of the chin, and its breadth is what is covered between the thumb and the middle finger. The said area must be washed fully. Then, wash the arms by starting with the right arm from the elbow to the tips of the fingers. Then wash the left arm in the same way. Then, wipe the head using the wetness of the right hand. Then, wipe the feet from the tips of the toes to the ankles, starting with the right feet, then the left. It is sufficient to wipe normally and it is not mandatory to cover the mentioned wiped areas fully with wetness.
								"
"161","
									Question : Can I perform wudhu for prayers by immersing the parts of wudhu in water, like in ghusl?
								","
									Answer : It is not necessary to use the hands in washing the face and arms during wudhu. It is valid to wash them by placing them under the tap directly, such that they are washed from the top downwards. It is also a condition of the wudhu to wipe the head and the feet with the dampness on the hand that originates from the wudhu process only, and not to allow the hand to become wet from other than that before wiping.In light of the above, before one proceeds to wiping the head and feet, one should ensure that a part of the left arm is unwashed before using the right hand to wash the left arm, in order for the right hand to have only the water of wudhu on it. Otherwise, the water on the right hand might be extra water and wiping with it will invalidate the wudhu.
								"
"162","
									Question : One realized when washing the face during wudhu that he had not been washing under the chin. Is it obligatory on him to make up all prayers that he performed with such a wudhu?
								","
									Answer : It is a condition in the correctness of the wudhu to wash the face from the topmost part of the forehead where the hair begins to grow to the farthest end of the chin. Washing underneath the chin is not obligatory.
								"
"163","
									Question : Is the visible part in the nostrils considered an internal or external part of the body, so one should include it in ablution?
								","
									Answer : It is not considered among the apparent part of the body, so it is not included in the ablution.
								"
"164","
									Question : During wudhu how many times must the face and arms be washed?
								","
									Answer : It is obligatory in wudhu to completely encompass the face and the arms from the elbow to the fingertips with water once even if it involves pouring water several times.
								"
"165","
									Question : Is it permitted to do wudhu with mascara on?
								","
									Answer : If it does not prevent water from reaching the skin, then it is permissible.
								"
"166","
									Question : I know that in wudhu I have to wash my face from the top downwards, but what if while doing that, I rub it the opposite way by accident?
								","
									Answer : There is nothing wrong with that as long as you washed correctly after realizing that you washed in the wrong direction.
								"
"167","
									Question : Is it allowed to wash the face with two hands in wudhu?
								","
									Answer : Yes, it is permissible.
								"
"168","
									Question : How does one determine the uppermost limits of the face in wudhu of a bald person?
								","
									Answer : One starts washing the face from where the hair conventionally grows for people with a normal hairline.
								"
"169","
									Question : Whenever I come to do wudhu, I find that long hairs from my hairline tend to stick to my forehead because I am wiping downwards. What should I do?
								","
									Answer : You can lift the hair that prevent water from reaching the skin with your left hand, for instance, and wash the face with the right hand.
								"
"170","
									Question : Some foods are greasy and such greasiness blocks water from reaching the skin in wudhu, so is it necessary for me to wash around my mouth to remove the grease every time before I do wudhu because of the food that I have eaten throughout the day?
								","
									Answer : If the amount of grease is considerably much in such a way that it prevents the water from reaching the skin, then it is obligatory to wash it in order to perform wudhu; otherwise, it is not obligatory.
								"
"171","
									Question : Someone told me that when I finish pouring water on my arm, before I start wiping freely, I must wipe once from my elbow down to my fingertips in one stroke and if this is not done then the wudhu is void. Is this true?
								","
									Answer : No, it is not true. You can do so with as many strokes as necessary to ensure that the area is fully washed.
								"
"172","
									Question : When performing wudhu, do I have to pour water on the back of my arms or from the front?
								","
									Answer : Both ways of washing the arms are permissible.
								"
"173","
									Question : Can a girl still pray while she has colored nail polish on fingers and/or toes?
								","
									Answer : Having nail polish is permissible during the prayer if it was applied after wudhu or ghusl. It prevents water from reaching the nail so it invalidates wudhu or ghusl if it was applied before performing any one of them. It can be applied on some of the toes that are not wiped during wudhu.
								"
"174","
									Question : Is a bit of dirt and such similar substances that are usually found under the nail or on its sides considered a barrier during wudhu and ghusl?
								","
									Answer : It is not a condition in the correctness of wudhu or ghusl to remove what is underneath the nail. Dirt that appears on the nail or on its sides must be removed for the wudhu and ghusl to be correct.
								"
"175","
									Question : Sometimes I doubt as to whether the dirt under the fingernails is extended to the outside of the nail or not, which would then require me to remove it before performing wudhu, moreover it is very hard to remove it sometimes. Can I ignore this doubt?
								","
									Answer : It is not obligatory to remove the dirt under the nail, since this area is not part of wudhu or ghusl. If the dirt prevents water from reaching the skin in parts of wudhu and ghusl, it must be removed; one can use material that removes such substances in the conventional way, and one need not focus on this beyond that. However, if a person has a reasonable doubt whether there is any substance that is forming a barrier between the water and the skin, then he should remove it to ensure that water reaches the skin.
								"
"176","
									Question : Is it not permitted to move oneís arms and face when they are washed during wudhu, just as it is not permitted to move oneís head and feet when wiping them?
								","
									Answer : It is obligatory to wash or wipe the parts of the wudhu in the usual way. Little movements of the washed and wiped parts do not affect this obligation.
								"
"177","
									Question : I have heard that, during wudhu, I have to wipe until three centimeters before my hairline. Is this true?
								","
									Answer : There is no precise limit for wiping, but it is sufficient that the wetness on the hand is not mixed with the wetness in other parts of the wudhu.
								"
"178","
									Question : Is it correct to perform the wiping of the head in wudhu when the hair is wet?
								","
									Answer : If the wetness on the head was such that it transfers to the hand and leads to wiping the feet with that wetness, then this invalidates the wudhu, since it is obligatory to wipe the feet with the wetness of the wudhu. If the wetness on the head was such that it does not transfer to the hands when wiping the head, then there is no problem in wiping the head in this case. Therefore, it is better to dry the head before the wudhu.
								"
"179","
									Question : Does wiping the head with new water make the wudhu void?
								","
									Answer : Yes, the wudhu is void if the wiping was with new water. If the water used in wiping is mixed with new water, and therefore the wiping was done using both waters, then the wudhu should be repeated based on an obligatory precaution.
								"
"180","
									Question : I have recently learned that when wiping my head in wudhu, I cannot touch the water on my forehead as the water will be mixed and this makes it void; is this true? I am finding this very difficult to do as I am bound to get some water on my hand from my forehead.
								","
									Answer : Yes, it is true, and you can wipe normally and not touch the wet places.
								"
"181","
									Question : In warm weather when somebody frequently perspires, during the wiping of wudhu, there is already some sweat mixed with the water in wiping the head, so is there any problem with that?
								","
									Answer : The wudhu is valid if the sweat was little but it is better to dry it just before starting the wudhu to avoid any doubts.
								"
"182","
									Question : What should I do if I come to wipe my head and feet, and I find my hands really dry?
								","
									Answer : If the hands become dry because of a justifiable excuse, like if he forgot or due to the heat, then one should make the hand wet with the wetness from the beard, eye lashes, eyebrows or any other areas of the face, and wipe using that wetness.
								"
"183","
									Question : Is it sufficient to wipe my head with one finger during wudhu?
								","
									Answer : Yes, doing so is sufficient in the correctness of the wudhu.
								"
"184","
									Question : Some people put the tips of their fingers perpendicular on their head and then wipe from back to front, but others put the tips of their fingers parallel to the head and wipe; which method is correct?
								","
									Answer : It is sufficient to wipe in any of the mentioned methods
								"
"185","
									Question : I have long hair that is long enough to tie, and when I wipe over my hair in wudhu, the hair that I am wiping moves with my hand and it falls forward. Is this valid?
								","
									Answer : Yes, the wiping is correct even if there is movement of the hair; however, it is necessary to limit the wiping to the roots of the hair or the parts of the hair which are close to the roots, such that they cannot extend to outside the front quarter of the head.
								"
"186","
									Question : Sometimes when I am at the university it is very hard to find a washroom, in which I can perform my ablution without causing any problems, especially in taking off my shoes and my headscarf to wipe the feet and head. So is it permissible to wipe over my shoes and hijab in such a scenario?
								","
									Answer : It is necessary to wipe on the head and the feet directly, and it is not sufficient to wipe on the scarf, the shoes or the socks. A woman is urged to find a place where she is not seen by men and uncover her head and feet where she can perform the proper way of wudhu.
								"
"187","
									Question : If one has gel in his hair, must he wash it out before performing wudhu?
								","
									Answer : If it forms a barrier that prevents water from reaching the hair then it must be removed.
								"
"188","
									Question : When wiping one's head in wudhu, if somebody has lots of hair on his head, must water reach the scalp or simply make the hair wet?
								","
									Answer : It is sufficient to transfer the dampness from the hand to the wiped hair and it is not mandatory to make the water reaches the skin under the hair.
								"
"189","
									Question : When I wipe my head in wudhu, I make a parting in my hair in order for the scalp to be wiped with the wetness of the wudhu. Do I need to do this?
								","
									Answer : It is not necessary to wipe in this way. It is sufficient to wipe over the hair of the front of the head and it is not obligatory for the dampness of the wudhu to reach the scalp.
								"
"190","
									Question : What is the ruling for applying a hair replacement system in the form of an adhesively applied wig for men? Will it invalidate the wudhu and ghusl due to impeding the water?
								","
									Answer : If such a process leads to growing hair in such a way it is considered as part of the body, then it is sufficient to wipe on it. If what is placed on the head is a wig, then it is not sufficient in wudhu or ghusl to wipe on it.
								"
"191","
									Question : Do all toes need to be wiped during in wudhu, or just the last toe?
								","
									Answer : It suffices in the correctness of the wudhu to perform what is considered as wiping, even if it is on one toe.
								"
"192","
									Question : What is the justification of the school of Ahl-ul-Bait (peace be upon them) for wiping the feet, rather than wiping over the socks or shoes, or washing them?
								","
									Answer : The wudhu is valid if the feet are wiped directly on the skin. It is not sufficient to wipe on the socks and shoes, nor is it sufficient to wash the feet, as per the verse of wudhu when Almighty Allah said: ""When you rise up for prayer, wash you faces, and your hands to the elbows, and wipe your heads and your feet to the ankles."" (Quran, 6:5).
								"
"193","
									Question : Some people perform ablution in the morning and then wear socks after that. When performing ablution for the noon prayer, they just wipe over socks. Is that correct?
								","
									Answer : It is not correct, as wiping should be on the skin directly.
								"
"194","
									Question : Can you do wudhu over see-through socks?
								","
									Answer : It is not valid as the obligatory wiping on the feet does not occur.
								"
"195","
									Question : Some people may develop a fungal infection of the feet called Athlete's Foot. In order to cure it, the person needs to apply certain creams. Does applying such creams have a negative effect on the wiping of the foot in wudhu?
								","
									Answer : Usual kinds of cream do not prevent water from reaching the skin, so it will not be an impediment for wudhu.
								"
"196","
									Question : I offer prayers in my office. Can I do wudhu and pray with my shoes on in case I am unable to go to the mosque.
								","
									Answer : The wudhu is not valid with the shoes on. Praying with the shoes on is permissible if one can place the tips of the two big toes on the ground while wearing the shoes.
								"
"197","
									Question : When I am at work, I have to do wudhu for prayers in the sinks of the toilet area. I dislike taking my shoes off and doing wudhu because I have a strong feeling of najasah on the ground there. Also, I wear leather shoes, and I do not know in which country they were manufactured nor if the animal was slaughtered in the correct way. Am I allowed to perform tayammum in regards to prayers or can I do wudhu with my shoes on?
								","
									Answer : Tayammum in this case is not sufficient, as it is possible to perform the prayer in a different place, even if you perform it towards the end of its prescribed time. The leather is considered najis if it was not from an Islamic country but if you were living in an Islamic country, then the leather is considered to be tahir.
								"
"198","
									Question : Is the ablution valid when it is performed using muddy water, or water containing sugar or salt?
								","
									Answer : It is permissible to perform ablution with the water if the percentage of salt, sugar or mud in it is so low that it is still conventionally considered as water.
								"
"199","
									Question : When one starts washing or wiping a part and the previous parts have dried what happens?
								","
									Answer : If all the past wiped parts were dry because of a delay in the Wudhu process or being busy in other things, then the Wudhu is void. The Wudhu is not void if they were dry for another reason or if not all of them were dry.
								"
"200","
									Question : Is the wudhu valid if one washes his face in the bathroom but does the rest of the wudhu in the kitchen, and he is walking while wiping his face?
								","
									Answer : This does not invalidate the wudhu, and it is permissible to wash the face and arms while walking.
								"
"201","
									Question : A person was making a mistake in the sequence of his wudhu for some time, whereby he used to wash the left arm first and then the right arm. Are his previous prayers valid?
								","
									Answer : It is a condition in the correctness of the wudhu to wash the right then the left arm. Not offering the wudhu in this sequence makes it void and the prayers should be repeated.
								"
"202","
									Question : If someone has a bandage on his wound, how can he perform wudhu? Can tayammum be performed instead?
								","
									Answer : If the bandaging is tahir and its size was usual for the wound, then it is sufficient in the correctness of wudhu and ghusl to wipe over it. One cannot perform tayammum in this case.
								"
"203","
									Question : When a person has gas incontinence, is he supposed to perform one wudhu for every prayer? Or can he perform one wudhu for two prayers if they are performed together one after the other?
								","
									Answer : If he has a specific period in which he can perform the wudhu and the prayer without passing wind, he should wait for it and perform the wudhu and prayer within this period.If he does not have such a period, then he should perform the ablution before the prayer and offer the prayer, and when he passes wind during the prayer, he should suspend the prayer and perform the wudhu and continue where he stopped. Based on an obligatory precaution he should not do anything that invalidates the prayer when performing this wudhu, such as talking and the like. However, in such a situation if one does anything that conflicts with the form of the prayer or turns away from Qibla, for the purposes of performing wudhu, it will not invalidate the prayer. If one has such a condition, he should make appropriate preparations to ensure that the acts of wudhu during the prayer are minimal.
								"
"204","
									Question : For someone with a flatulence problem, where he cannot control the excess passing of gas, he is told to perform the wudhu for every prayer. Is this still the case if he prays Isha right after Maghrib, or Asr right after Dhuhr?
								","
									Answer : If he joins between the two prayers as in the question, he does not need to repeat the wudhu. If he separated between the prayers, he should do the wudhu again before the second prayer.
								"
"205","
									Question : A patient is going to have surgery to remove the bladder because of cancer. The surgeon will make an artificial opening in her abdomen where the urine will come out without her control. Therefore, she will always have a bag connected to the skin around that opening to collect the urine continuously. The bag is secure and dry and there will be no leak to other parts of her body or clothes. How should she do wudhu?
								","
									Answer : The ruling for such a person is the same as that of somebody who is always in the state of hadath. So she will join between Dhuhr and Asr with one wudhu, and the same with Maghrib and Isha. However, if there is a period - during which she has sufficient time to perform wudhu and pray - in which she is not releasing urine, for example when the bag is being changed, then she should perform the wudhu and the prayer during this period.
								"
"206","
									Question : I have been facing problems in urinating for the last many years. Even after I have completely passed urine, some drops of urine continuously keep coming out after I leave the bathroom. I am facing difficulty in praying as I cannot change my clothes again and again. What should I do?
								","
									Answer : One should observe the taharah of the clothes during the prayer as the prayer is void with najis clothes. With respect to wudhu, you can perform the prayer at a time the urine is not released from you, even by delaying it to the end of the prescribed time - but not beyond it - and even if you shorten the prayers by omitting the second chapter after al-Fatiha and by omitting the recommended acts of the prayer. If this is not possible, then it is permissible to offer the prayer even with the release of the urine but one should join the Dhuhr and Asr prayers with one wudhu, and similarly the Maghrib and Isha prayers with one wudhu.
								"
"207","
									Question : For one suffering from incontinence, he is told that he must wash the urinary organ before each prayer. However, if he combines prayers, such as Dhuhr and Asr, is it sufficient to wash once before the two prayers or must he do a washing before each prayer?
								","
									Answer : If a person suffering from incontinence joins between the two prayers with one wudhu, then it is sufficient to wash the urinary organ before the first prayer for both prayers.
								"
"208","
									Question : If someone had been doing wudhu incorrectly and never knew it, does he have to repeat all the past prayers?
								","
									Answer : Yes, it is obligatory to make up the past prayers.
								"
"209","
									Question : Is one required to have wudhu while touching an English translation of the Holy Quran?
								","
									Answer : No, one does not need to perform wudhu in order to touch the translation of the Quran.
								"
"210","
									Question : Is ""786"" considered as ""Bismillahir-Rahmanir-Raheem""? What is the ruling of touching it without wudhu?
								","
									Answer : There is no problem in writing it to refer to the Besmalah, but the laws pertaining to the actual Besmalah, like the prohibition of touching it without the state of ablution, are not applicable to it.
								"
"211","
									Question : Is wudhu required to touch the name of Allah that are written in English?
								","
									Answer : Based on an obligatory precaution, it is not permissible to touch the word ""Allah"" and His other names in any language without wudhu. If the name of ""Allah"" is written on paper bills then it is permissible to be touched without wudhu.
								"
"212","
									Question : If there is an engraved inscription on the Turbah (the clay tablet on which we prostrate) with the name of Allah, and it is imprinted on the forehead after prostration, is one allowed to leave the state of ritual purity, or must he stay in purity, due to having the name of Allah on one's forehead, albeit reversed?
								","
									Answer : It is permissible to leave the state of ritual purity.
								"
"213","
									Question : Imam Ja'far Al-Sadiq (peace be upon him) has said the one who transgresses the limits in his wudhu is like the one who has broken his wudhu. What does the Imam mean here? What limits is he referring to? For example, I know that it is recommended to wash beyond the obligatory parts of the face; does this narration make things like this prohibited or does it break one's wudhu?
								","
									Answer : The mentioned is not what the tradition means. What the tradition means is observing the religious guidelines when performing the wudhu and not to cross them, for example: wiping replaced with washing, or wiping the bottom of the foot instead of its top, and similar cases where the religious restrictions are transgressed.
								"
"214","
									Question : What is obligatory to say before starting wudhu?
								","
									Answer : There are no mandatory words to be said before performing wudhu.
								"
"215","
									Question : I have heard that to wash your right arm you must first have water in your right hand and then put it in your left hand and then pour it over the right arm, is this true?
								","
									Answer : The said steps are recommended and not obligatory.
								"
"216","
									Question : Is it permissible during ablution that somebody else pours the water from a pitcher or jug, and the person performing wudhu washes the parts of the wudhu?
								","
									Answer : This does not affect the correctness of the wudhu but it is disliked.
								"
"217","
									Question : I have heard some people say that we should wash the face and both arms three times each, and I have heard others say that we should wash them twice only. Which is the correct way?
								","
									Answer : Wudhu is not correct if the face or arms are washed three times, in such a way that each wash is complete and covers the entire part. It is sufficient to wash the face and arms once. Washing them twice is permissible. One washing can comprise of pouring water over the face or arms once, twice, thrice or more times.
								"
"218","
									Question : If one thought that he was washing the necessary parts of the wudhu, but years later realized that he had been missing some of them, is it obligatory on him to repeat all of those prayers that he performed with this wudhu?
								","
									Answer : If one doubts the correctness of the wudhu but at the same it is probable that he washed the necessary parts without intending to do so, then he can assume that the wudhu is in order and he does not need to repeat the prayer. If he knows that he did not wash a necessary part of the wudhu, then it is invalid and he must repeat the prayers that he performed with such wudhu.
								"
"219","
									Question : During wudhu, I always become doubtful as to whether I am doing the washing properly e.g. whether or not I am wiping my arms in a manner where it is reaching everywhere, which leads me to be very meticulous in my wudhu. May I ignore this doubt?
								","
									Answer : If the doubt is conventionally normal, and not a type of waswasah, one should pay attention to it, and therefore wash until he is certain that during the washings the water has reached all parts of the face or arm. If the doubt is a type of waswasah, then one should ignore it.
								"
"220","
									Question : When one urinates after ejaculation for the purposes of istibr<U+0101>, and afterwards some drops of blood are seen to be discharged too, is the istibr<U+0101> correct and is the ghusl performed afterwards correct too? Or should one wait until the drops of blood stop?
								","
									Answer : If he performs istibr<U+0101> from semen by urinating, the process of istibr<U+0101> is correct, even if blood was discharged after that. He can then perform ghusl and ensure tahir water reaches all parts of his body. Similarly, if the blood stops for a short period of time and he performed ghusl during that time, the ghusl is correct even if blood is discharged after that.
								"
"221","
									Question : If after finishing ghusl, I remember that my leg was najis before I started ghusl, will I have to repeat the ghusl again completely? Is it sufficient to make only my leg tahir and wash that part only with the intention of ghusl?
								","
									Answer : It is sufficient to purify your leg and wash it, with the intention of ghusl.
								"
