"","Question","Answer","bookmark"
"130","
2
Question: My friend who lives in another country an I would like to play backgammon / chess online?","Answer: It is absolutely forbidden, even playing it with another person online.","/english/qa/15465/"
"131","
3
Question: What is the ruling on playing backgammon / chess, without betting, on my own with the computer, smart phone device (i.e. against no other person, but the game)?","Answer: Playing it (backgammon / chess) in such circumstance is forbidden (obligatory precaution)","/english/qa/15466/"
"132","
4
Question: Is playing chess and backgammon, without betting, permissible?","Answer: It is absolutlely not permissible to play both.","/english/qa/15519/"
"133","
1
Question: What is your ruling about animal cloning?","Answer: There is no problem in it.","/english/qa/15460/"
"134","
1
Question:  A woman, who is not obedient to her husband and does not carry out her matrimonial obligations, had, without his consent, left her matrimonial home and stayed with her parents for seven months. She, then went to a non-Islamic court, filed a divorce application, and demand maintenance and custody of the children. Has such a woman, who has violated her marital duties, any right in anything from her husband?","Answer: The said woman is not entitled to shari'i maintenance. As for her dowry and her right in nursing her offspring for the hawlayn (the two years), it should not be forfeited by virtue of nushouz (recalcitrance of the woman toward her husband).","/english/qa/15458/"
"135","
2
Question: A wife neither obeys her husband nor fulfills her marital duties; she also goes out without his permission to stay with her own family for seven months. Then instead of having recourse to Islamic laws, she goes to a non-Islamic court in order to get spousal maintenance, custody of the children, and divorce from her husband. Does such a wife have the right in getting anything from her husband? In such a situation, when she goes to non-Islamic court it will apply non-Islamic laws to grant her divorce and her rights (spousal support and custody of children), does she deserve her full spousal rights?","Answer: The wife mentioned above does not deserve the spousal maintenance from a shari’a point of view. But her mahr (dowry) and her right of custody of children (under the age of two) should not be suspended because of her disobedience.","/english/qa/15459/"
"136","
1
Question: Is it permissible for a lady to go out of her house for some errands perfumed, with the fragrance of her perfume reaching non-Mahram men?","Answer: It is not permissible if it tempts a non-Mahram man or normally causes him excitement (arousal), and she ought not do that. ","/english/qa/15491/"
"137","
2
Question: It is normal these days for a woman to put on mascara and make-up, even a little, for beauty and then go out in front of people in the markets and streets, what is the ruling on such?","Answer: This is not permissible. If she wears makeup or anything which is considered adornment in common view, she must cover it from strangers.","/english/qa/15492/"
"138","
1
Question: A woman, who is not obedient to her husband and does not carry out her matrimonial obligations, had, without his consent, left her matrimonial home and stayed with her parents for seven months. She, then went to a non-Islamic court, filed a divorce application, and demand maintenance and custody of the infant children. Has such a woman, who has violated her marital duties, any right in anything from her husband?","Answer: The said woman is not entitled to shari'i maintenance. As for her dowry and her right in nursing her offspring for the hawlayn (the two years), it should not be forfeited by virtue of nushouz (recalcitrance of the woman toward her husband).","/english/qa/15451/"
"139","
2
Question: A civil divorce, according to the law of a western country, took place. The husband is adamant not to grant his wife a shari'i divorce, does not provide maintenance for her and not accept mediation. What should the woman do, noting that her patience would certainly wear thin and, eventually, put her in an untenable situation (Haraj)?","Answer: She should seek redress with the Marji' or his deputy. He would advise the husband to choose one of two courses of action: Either pay his wife maintenance money or grant her Islamic divorce, albeit by proxy. Should he choose neither, and that it was not possible to pay maintenance money, the Marji' or his deputy should carry out the divorce .","/english/qa/15452/"
"140","
3
Question: Is it necessary that there be two witnesses when the formula of divorce is being recited?","Answer: The presence of two just Mo'men (believer) male witnesses is required; without their presence the divorce would not be in order.","/english/qa/15453/"
"141","
4
Question: If a mother advises her son to divorce his wife with whom she has differences, is it obligatory upon him to obey her in this matter? What if she says, “You are an ‘<U+00E3>q (disowned) child, if you do not divorce her”?","Answer: It is not obligatory on him to obey her in this matter, and her statement [about him becoming disobedient] has no effect whatsoever. Of course, as mentioned earlier, it is necessary for him to hold back from any insulting statement or action towards her. He must reconcile with his wife and make sure to do whatever he can to save the marriage.","/english/qa/15455/"
"142","
5
Question: A woman who took divorce from her husband (wedding ceremony was not held and she took Talaq-e-Khula`) in this situation should she perform `Iddah?","Answer: Iddah is not necessary, if no sexual intercourse has taken place.","/english/qa/15456/"
"143","
6
Question: If a Judge (Qazi) did all things for a divorce but didn’t give any certificate or any proof, can she get married again or she may have to wait for any certification or a period ?","Answer: Issuing a certificate is not a prerequisite or condition for the validity of divorce. {Meaning, a certificate issued cannot be enough proof for the validity of divorce}. There should be two just male witnesses and it should be carried out by the husband himself or his representative (wakil).","/english/qa/15457/"
"144","
7
Question: My husband is Sunni and I want to separate from him. If he divorces me without the presence of any witnesses, is the divorce valid.","Answer: Yes, the divorce is valid if it is in accordance to his school of jurisprudence (Madhab).","/english/qa/25299/"
"145","
8
Question: Can one recite a divorce, whilst the two witnesses are not actually present, rather are listening on the phone?","Answer: It is not correct to perform it in such situation (obligatory precaution), rather the two male witnesses must be actually present whilst the divorce is pronounced.","/english/qa/26242/"
"146","
1
Question:  If a person has a lot of doubts in Wudu’, Prayer, Ghusl etc. what should he do?","Answer: He should not pay heed to his doubts and keep on considering it as valid (Saheeh).","/english/qa/15438/"
"147","
1
Question: Some schools in the West make it obligatory that their male and female students learn dancing. This dancing is neither accompanied by the common song, nor is it for entertainment; it is part of the educational curriculum. So, is it har<U+00E3>m for the parents to allow their sons and daughters to attend such classes?","Answer: It contravenes the religious upbringing, rather based on obligatory precaution, it is forbidden absolutely, if the student has reached the age of maturity. That is when it is not a mixed gathering. If one has to dance in a mixed gathering, it is not permissible.","/english/qa/15426/"
"148","
2
Question: Is it permissible for a wife to dance for her husband with music or without music?","Answer: It is allowed as long as dancing is not accompanied with forbidden (Haram) music.","/english/qa/15427/"
"149","
3
Question: Is it permissible for women to dance in front of other women or for men to dance in front of other men in a gender-wise segregated gathering?","Answer: Dancing of women in front of women or dancing of men in front of other men is problematic, as a matter of obligatory precaution, one must refrain from it.","/english/qa/15428/"
"150","
4
Question: Is it permissible to organise dance parties where each husband dances only with his own wife wearing dresses that are not indecent?","Answer: It is not allowed.","/english/qa/15429/"
"151","
5
Question: Is it permissible for me as a female to attend dancing lessons in female only classes?","Answer: It is not allowed, as a matter of obligatory precaution.","/english/qa/15430/"
"152","
1
Question: I want to pay my religious dues, who should I pay them to?","Answer: You can give religious taxes to anyone who is authorized to collect and who should be holding an authorization document (written permission) from Ayatollah Sistani or his office. Upon giving your religious dues, ask him to give you a receipt of His Eminence’s office of Najaf or Qom. You must receive a sealed receipt, otherwise you are not relieved of the obligation to pay your religious dues.","/english/qa/15420/"
"153","
1
Question: Students are asked to draw a human being or an animal; the requirement is such that it is difficult for the student to refuse the assignment. Are they allowed to do the drawing?","Answer: Drawing a non-sculptured figure is allowed. It is allowed to draw a human being or an animal on a piece of paper or something.","/english/qa/15418/"
"154","
2
Question: What is the ruling if one is asked to do a sculpture work?","Answer: Based on obligatory precaution, it is necessary to refrain from drawing a sculptured (embossed) picture of a living being.","/english/qa/26251/"
"155","
1
Question: Some governments and some companies in non-Muslim as well as Muslim, countries deposit the salaries of their employees directly into their accounts in the banks. The employee does not get the money in his hand, although he can withdraw it whenever he wants. Now, if the statement of his account shows that the money has surpassed his annual expenses, is khums obligatory on it?","Answer: Khums is payable on what has surpassed his annual needs, except in the case of a government employee in a Muslim state that deposits his salary into a state or private bank. In the latter case, Khums would not be obligatory on the salary that has been deposited in the bank until he [physically] takes possession of it with the permission of the Mujtahid. Then the salary will be included in his income of that year and Khums will become obligatory on what is in excess to that year’s expenses.","/english/qa/15415/"
"156","
2
Question: It is permissible to deposit money with national banks, in other words loaning the banks?","Answer: This, however, must be done without making a provision for charging interest on the money deposited, meaning not stipulating that the banks should give an undertaking to pay the interest on the loan. The opposite of this is that the depositor reaches a conclusion that if the bank was not going to pay the interest, he would not demand it. The intent to demand the interest does not contradict the non-stipulation. Similarly, the intent not to demand the interest does not contradict stipulation. That is because each of which is alien to the other. 
Given that the bank is governmental, if he receives any interest, he should give half of the interest to faithful needy Shia Muslims and use the other half.","/english/qa/15416/"
"157","
3
Question: It is permissible to deposit [money] in non-Muslim (private or state-owned) banks? Even if with the intention of gaining interest?
Answer:  It is permissible and the interest given by the bank (privately owned or not) is fine, even if one intends with the condition of interest.","
","/english/qa/15417/"
"158","
1
Question: What is the ruling on saying Salam Alaykum to the disbelievers?","Answer: There is no harm in initiating the salutation, albeit Makrooh (undesirable act) except out of necessity, under whose remit comes Urf. Responding to their Salam should be by uttering [the word] Alayk (with you).","/english/qa/15381/"
"159","
2
Question: Is it permissible to send the disbelievers seasonal greetings?","Answer: There is no harm in greeting them on their occasions.","/english/qa/26252/"
"160","
1
Question: What is the rulings of His Eminence Grand Ayatullah Sayyid Ali Sistani (May Allah protect him) on sighting of the new moon crescent and determining the 1st day of the month?","Answer: Sighting of the new moon is ascertained by knowledge of the actual sighting or through solid news of such sighting, or some other means. Certainty can also be achieved through common knowledge. Amongst other sources of ascertaining the sighting of the new moon is the lapse of thirty days on Sha’ban’s crescent for the start of Ramadhan to be confirmed, or thirty days on the crescent of Ramadhan for the new moon of Shawwal to be confirmed [and so on]. Sighting can also be confirmed by the evidence of two witnesses of impeccable character (adl).
However, sighting of the new moon is not recognised by the evidence of women, or by the evidence of one just witness, even with oath, or by the words of astrologers. Neither by its absence after dawn dusk, so that it could be said that it belongs to a previous night, nor by the evidence of two just witnesses, if the evidence is not confined to their own sighting of the newly born moon. Sighting is not recognised too when it is seen before zawaal so that the day of sighting be from the ensuing month. The impression of a ring it may give, proving that it could belong to a previous night, cannot be accepted as well.","/english/qa/15386/"
"161","
2
Question: What is the proof of sighting the moon?","Answer: The evidence could be one or more of the following:
1. You have sighted it yourself (without binoculars or a telescope).
2. The testimony of two men of impeccable character, provided that you do not have any knowledge of instances that they may be wrong, and that you do not dispute their testimony.
3. The lapse of thirty days on the month of Sha’ban, thus reaching certitude that Sha’ban has come to an end and that Ramadhan shall commence.
4. When the news of the birth of the moon of Ramadhan becomes commonplace that you are sure of the sighting.","/english/qa/15387/"
"162","
1
Question: We are unaware of the ingredients of food sold in shops in Western countries: it might be free from those ingredients that are forbidden to us or it might contain them. Are we allowed to eat such items without looking into their ingredients, or inquiring about them? Or is that not allowed to us?","Answer: It is permissible [to eat such food] as long as it is not known that it contains meat, fat, and their derivatives that are forbidden to us.","/english/qa/15388/"
"163","
2
Question: Is it permissible to use, in our foods, oils derived from fish that are forbidden to us? What about using such oils for other matters?","Answer: It is not permissible to use such oils for cooking but using them for any other purposes is permissible.","/english/qa/15359/"
"164","
3
Question: There is this vinegar that is made from wine, in the sense that it was wine and then, through a manufacturing process, changed into vinegar. Therefore, the label on the bottle reads: “wine vinegar” as opposed to the vinegar made from barley or other items. One of the signs [of differentiating between “wine vinegar” and the wine itself is that] the bottles of this vinegar are displayed in the area of vinegar, and it has never happened that these bottles are placed on the shelves of wines. Moreover, there is no difference between such vinegar and the vinegar made from dates for example. So, can this wine which has turned into vinegar be considered vinegar under the rule of change (istihalah)?","Answer: If the name “vinegar” can be applied in the view of common people upon that product, as has been assumed in the question, the same rule governing vinegar would apply to it. [That is, it is pure as well as permissible.]","/english/qa/15389/"
"165","
4
Question: Gelatin is used in a number of drinks and food items in the West. We do not know that gelatin has been extracted from a vegetable or an animal source; and that if it is from an animal, is it from its bones or from the tissues around the bones; neither do we know if the animal was one that is hal<U+00E3>l for us or har<U+00E3>m. Are we allowed to eat such gelatin?
Answer: It is permissible to eat if the doubt is whether it has been extracted from an animal or vegetable. But, if it is known that it was derived from an animal, then it is not permissible to eat without ascertaining that the animal was slaughtered according to Shar<U+00ED>‘a. This prohibition applies, as a matter of obligatory precaution, even if it was extracted from animal bones.
Of course, if a chemical change occurs (Istihala) in the original ingredients during the process of manufacturing the gelatin, there is no problem at all in eating it.","
","/english/qa/15394/"
"166","
5
Question: The people residing in Europe are of different faiths, nationalities and religions; and when we buy moist or wet food items, the shopkeeper may touch it with his hands. Since we do not know his religion, can we consider that food as pure?","Answer: As long as it is not known that the hands of the shopkeeper were Najis, the food is to be considered Tahir.","/english/qa/15395/"
"167","
6
Question: Can we eat the food that has been cooked by a Hindu?","Answer: If it is not known that the food is Najis and if the food does not contain meat, there would be no problem in eating it. However, if the food has been touched with a wet hand or in the state of wetness, it is not permissible to eat it (obligatory precaution).","/english/qa/15396/"
"168","
7
Question: Is it permissible to the food that has been cooked by a non-Muslim?","Answer: It is permissible to eat the food that is not known to be najis. All kinds of food with the exception of meat, fat, and their extracts are permissible for a Muslim as long as he does not know that they are najis.","/english/qa/15397/"
"169","
8
Question: Is mushroom a Halal vegetable?","Answer: Yes, it is halal.","/english/qa/15398/"
"170","
9
Question: What is the ruling about drinking tea or milk or juices served to us in India?
Answer: There is no problem in drinking them.","
","/english/qa/15401/"
"171","
1
Question: Can one lead Eid prayers, if they are a traveller?","Answer: There is no problem in it,","/english/qa/15411/"
"172","
2
Question: When is the time for Eid prayer?","Answer: The time for Eid prayers is from sunrise till the time of Dhuhr prayers.","/english/qa/15412/"
"173","
3
Question: If Eid al-Fitr coincided with the day of Friday, can we pray both Friday and Eid prayers?","Answer: Yes, it is in fine,","/english/qa/15413/"
"174","
4
Question: I joined the Eid prayers in first Rak`ah when the imam had already said 2 or 3 Takbirs. At that time I was not sure that it’s the first Rak`ah or second, so I made the Niyyah & joined the prayer. Afterwards when the prayer proceeded I came to know that I joined the prayer in the first Rak`ah but had missed around 2 takbirs (& Qunuts). Is the prayer correct or not?","Answer: The prayer is in order.","/english/qa/15414/"
"175","
5
Question: Can an Imam of prayer, lead two separate Eid prayers?","Answer: He should not lead the second prayer (obligatory prayer),","/english/qa/26253/"
"176","
6
Question: Can one perform Eid prayers, (Eid al-Fitr or Eid al-Adha), at home, by myself, or must I recite these prayers in congregation at the mosque?","Answer: There is no problem in reciting the Eid prayers by yourself alone (Furada).","/english/qa/26254/"
"177","
1
Question: Whenever I am thinking about a beautiful woman, there comes out a liquid without any lust or ejaculation? Is it semen? How can I understand that it is semen or a clean discharge?","Answer: As you have no certainty that it is semen, without the presence of the conditions required, the said liquid is pure (Tahir).","/english/qa/15408/"
"178","
2
Question: Does Ghusl Janaba become obligatory immediately when ejaculation takes place?","Answer: It becomes obligatory to perform Ghusl before reciting the prayers.","/english/qa/15410/"
"179","
3
Question: Is precum impure? Precum is the pre-ejaculate fluid.","Answer: No, it is pure (Tahir).","/english/qa/25309/"
"180","
1
Question: I am searching for information regarding the governing of Waqf and the terms by which such property under the Waqf can be distributed and whether there has to be a trustee for a Waqf property. I should be grateful for any further information you may be able to provide me.
Answer: Waqf or Endowment means that an individual sets aside a property in order that its benefits be used in a certain way which he or she has specified. In this case, the property itself can not be sold or be replaced , rather it must be maintained and its benefits must be disposed of in the way the donor specified. Therefore, the endowed property cannot be sold except in special cases which have been explained in detailed books and the benefits of that also can only be spent as he specified. If the waqf was for particular individuals, it must be divided among those same people. Since the original property must be kept and its benefits be used, naturally a person is needed to manage its affairs. Such a person is called a “Mutawalli” (trustee). If a trustee has not been appointed, the Hakim-e- Shari (a Just Mujtahid) will appoint someone to manage its affairs. Naturally, the property must be placed in the hands of a trustworthy person who we are certain will act according to donator’s wishes and will not take possession of that property or betray the trust he was given. ","","/english/qa/15376/"
"181","
2
Question: Can a person who gives something in waqf appoint a trustee for it?","Answer: The person creating the endowment could appoint a trustee to carry out the affairs of the endowment trust according to the deed of Waqf.","/english/qa/15377/"
"182","
3
Question: There is a mosque which is going to be destroyed by municipality due to traffic congestion, so there will be no mosque there in the future. What are we supposed to do with the mosque's furniture, equipment, tools and appliances and building material?","Answer: If what was left of the mosque’s furniture, equipment, tools and appliances, building material, etc. after its demolition, had originally been confined to its sole use, by way of endowment deed, it is obligatory to make use of them in another mosque. Should this not be possible, the proceeds be spent on other mosques.","/english/qa/15379/"
"183","
1
Question: Is it permissible to eat lobster, crayfish, and snails?","Answer: It is not permissible to eat from marine animals anything except fish that has scale; shrimp is considered from that category [of permissible sea animals]. But other than fish, like lobster, and similarly the fish that does not have scale is forbidden.","/english/qa/15375/"
"184","
2
Question: What type of fish is halal to eat.","Answer: Fish that have scales are halal, other types of fish are haram.","/english/qa/25310/"
"185","
3
Question: Can we eat a fish that has died in water?","Answer: It is Haram to eat fish that has died in water, if the fish died in the fishing net then its permissible to eat.","/english/qa/25311/"
"186","
4
Question: Is shellfish Halal?","Answer: It is not Halal.","/english/qa/25312/"
"187","
5
Question: Can I eat fish in a non-Muslim restaurant?","Answer: You must make sure that it is a fish that has scales, even though its scales may have fallen off due to some incident, and one is confident that the fish was caught alive in the water or that it died in the fishing net in the water, which is the usual case, otherwise you cannot consume it","/english/qa/25313/"
"188","
6
Question: If I am unsure whether a fish is from the type which has scales or not, is it permissible for me to consume it?","Answer: When there is a doubt of the type of fish, then it is not permissible,","/english/qa/26255/"
"189","
1
Question: There are two mosques in one city and Friday prayer is held in both of them? Given that they are very close to each other, is the prayer valid?","Answer: If the distance between the two mosques is one Farsakh (5.5km approximately) or more, the prayers are in order.","/english/qa/15369/"
"190","
2
Question: Is Friday Prayer behind a Sunni prayer leader sufficient for Dhuhr?","Answer: No, it is not sufficient.","/english/qa/25504/"
"191","
3
Question: Is one entitled to object to the holding of Friday prayer by claiming that the marjas of the Muslims in Najaf and Qum do not establish it, while knowing that in the city in which the mukallaf resides, most of the residents perform Friday prayer on the basis of their fiqh?","Answer: One is not entitled to do that. As for non-holding of Friday (prayer) by the marjas, who are of the opinion that it (Friday prayer) is superior to Dhuhr (prayer) and the former replacing it (Dhuhr), may be due to personal excuses or the like. This does not prevent others from establishing it (Friday prayer).","/english/qa/15370/"
"192","
4
Question: Does performing Friday (jumu'ah) prayer compensate for midday (Dhuhr) prayer or not? Is Friday prayer superior to the midday prayer?","Answer:  Performing Friday prayer in such a way that all appropriate conditions are fulfilled, according to the shari'ah, is superior to performing Dhuhr (prayer). If the Mukallaf (dutybound Muslim) performs it (Friday prayer) as such, then it (Friday prayer) replaces it (Dhuhr).","/english/qa/15371/"
"193","
5
Question:  Is Friday prayer obligatory?","Answer:  It is wajib-e takhyeri, meaning it is obligatory but optional at the same time; that is, if a person performs Friday prayer, he does not have to say Dhuhr (noon) prayer.","/english/qa/15372/"
"194","
6
Question: Is it correct to say that the Friday prayer is of two Rak`ats, just like Fajr prayer, however, after Surat-al-Hamd for each Rak`ah we read Surat al-Jum'ah (in the first Rak`ah) and Surat al-Munafiqun (in the second Rak`ah). Is this correct?","Answer: There are 2 Rak’ats in Friday prayer. Reciting the two Suras that you have mentioned is not necessary in Friday prayer. You can recite Surahs other than them.","/english/qa/15373/"
"195","
7
Question: Which is better and more recommended on Friday, Jumu'ah prayer or Dhuhr prayer?","Answer: Friday prayer with all its necessary conditions is preferred and more virtuous.","/english/qa/15374/"
"196","
1
Question: Is it permissible for a boy of fifteen years to have a girlfriend?","Answer: Friendship with a non-Mahram is not allowed.","/english/qa/15365/"
"197","
2
Question: Is it permissible for a Muslim to have a non-Muslim friend?","Answer: A Muslim is allowed to take non-Muslims for acquaintances and friends, to be sincere towards them and they be sincere towards him, to help one another in fulfilling the needs of this life.","/english/qa/15366/"
"198","
3
Question: Is it permissible to exchange greetings and gifts with a non-Muslim, if he is a neighbour or a co-worker, etc.?
Answer: If he does not express hatred towards Islam and Muslims in words or actions, there is no problem in doing what is required in friendship like being good and charitable towards him.","
","/english/qa/15368/"
"199","
4
Question: I have a girlfriend whom I like to marry in future, can I express my love to her?","Answer: All kinds of relationship with a girl including joking, expressing love and becoming intimate are forbidden, before consuming the marriage contract (Nikah)","/english/qa/25314/"
"200","
1
Question: If covering the head was recurrent in each ihram, should kaffarah (atonement or expiation) be repeated [for every incident]?
Answer: It is likely that one kaffarah for each ihram would do.","","/english/qa/15352/"
"201","
2
Question: If someone else cast a shade over you while you are walking, is kaffara obligatory?","Answer: If one cannot get out of the shade, there shall be no kaffara. If you were able to get out, and you did not, even for forestalling a harm, Kaffara is obligatory.","/english/qa/15353/"
"202","
3
Question: Is a pilgrim allowed to scratch his head, if he feels uncomfortable. There is a chance that his hair may fall off.","Answer: There is no objection to scratching and he should not investigate or look for any hair.","/english/qa/15354/"
"203","
4
Question: Can a person brush his teeth during Ihram, if there is likelihood of bleeding?","Answer: It is permissible.","/english/qa/15355/"
"204","
5
Question: Is it permissible for a man to touch his wife during Ihram?","Answer: yes, however, it is not permissible for a pilgrim, in Ihram, to touch his wife with lust.","/english/qa/15356/"
"205","
1
Question: Why is it necessary to follow a Mujtahid?","Answer: It is necessary for a Muslim to believe in the fundamentals of faith with his own insight and understanding, and he cannot follow anyone in this respect i.e. he cannot accept the word of another who knows, simply because he has said it. However, one who has faith in the true tenets of Islam, and manifests it by his deeds, is a Muslim and Mo'min, even if he is not very profound, and the laws related to a Muslim will hold good for him. In matters of religious laws, apart from the ones clearly defined, or ones which are indisputable, a person must act according to the verdicts (Fatwa) of the most learned Mujtahid. ","/english/qa/15510/"
"206","
2
Question: What are the ways through which I can identify the most learned of Mujtahids?","Answer: There are three ways of identifying a Mujtahid, and the A'alam:
    * when a person is certain that a particular person is a Mujtahid, or the most learned one. For this, he should be a learned person himself, and should possess the capacity to identify a Mujtahid or an A'alam;
    * when two persons, who are learned and just and possess the capacity to identify a Mujtahid or the A'alam, confirm that a person is a Mujtahid or an A'lam, provided that two other learned and just persons do not contradict them. In fact, being a Mujt ahid or an A'lam can also be established by a statement of only one trusted and reliable person;
    * when a number of learned persons who possess the capacity to identify a Mujtahid or an A'lam, certify that a particular person is a Mujtahid or an A'lam, provided that one is satisfied by their statement.","/english/qa/15307/"
"207","
3
Question: What does Taqlid mean in religious laws?","Answer: Taqlid in religious laws means acting according to the verdict of a Mujtahid. It is necessary for the Mujtahid who is followed, to be male, Shi'ah Ithna Ash'ari, adult, sane, of legitimate birth, living and just ('Adil). A person is said to be just whe n he performs all those acts which are obligatory upon him, and refrains from all those things which are forbidden to him. And the sign of being just is that one is apparently of a good character, so that if enquiries are made about him from the people of his locality, or from his neighbours, or from those persons with whom he lives, they would confirm his good conduct. And if one knows that the verdicts of the Mujtahids differ with regard to the problems which we face in every day life, it is necessary t hat the Mujtahid who is followed be A'lam (the most learned), who is more capable of understanding the divine laws than any of the contemporary Mujtahids.","/english/qa/15308/"
"208","
4
Question: What does Taqlid mean?","Answer: Taqlid means acting according to the opinion of the jurist (mujtahid) who has all the necessary qualification to be emulated. So you do what the mujtahid's expert opinion says you should do, and refrain from what his expert opinion says you should refrain from without any research [in Islamic sources] on your part. It is as though you have placed the responsibility of your deeds squarely on his shoulders.
Among the conditions which must be found in a jurist (mujtahid) who can be followed is that he must be the most learned (al-a'lam) jurist of his time and the most capable in deriving the religious laws from the appropriate sources.","/english/qa/15310/"
"209","
1
Question: Is it permissible to forge a document in a non-Muslim country?","Answer: No, it is not permissible.","/english/qa/15306/"
"210","
1
Question: What are the Mustahab acts to be done after a funeral ceremony?","Answer: It is Mustahab that when the persons who attended the funeral have departed, the guardian of the dead person or the person whom the guardian grants permission should recite the prescribed supplications for the dead person.It is Mustahab that after the burial, the bereaved family is consoled, praying for their well being. However, if the condolence is given long after the event, and if it serves to refresh the sorrowful memories, then it should be avoided.
It is Mustahab that food be sent to the members of the family of the deceased for 3 days. It is, however, Makrooh to take meal with them in their homes.","/english/qa/15304/"
"211","
1
Question: What is the ruling about watching films with sexual content?","Answer: It is not permissible to watch such films (or pictures) with pleasure nor is it permissible to watch them without pleasure as an obligatory precaution.","/english/qa/15281/"
"212","
2
Question: There are some drama series with actresses playing without scarves. What is the Islamic law about watching those drama series without lustful intention?","Answer: There is no problem in watching them in the said case.","/english/qa/25413/"
"213","
3
Question: There are some drama series, which promote and encourage illicit forbidden (Haram) relations, is it permissible to watch them?","Answer: Watching the movies mentioned is forbidden if it influences the viewer and causes moral corruption or arousal. Furthermore on a mandatory precaution watching such movies is to avoided entirely if it contains sexually indecent scenes.","/english/qa/26256/"
"214","
1
Question: What is the Islamic law about someone who breaks his fast thinking it is not obligatory on him to fast?","Answer: If he was certain that fasting is not obligatory on him, there is no kaffara on him nor is any fidya payable. However, Qadha is obligatory on him but if he was not certain about fasting not being obligatory, he should give both Qadha and kaffara. The kaffara is to feed sixty poor Shia Muslims by one mudd (750 grams) of foodstuffs to each 60 different needy Shia Muslims.  Qadha should be performed in the same year and if it is delayed until the next Ramadhan, he should give the Qadha and kaffara of 750 grams of food stuffs for each day to the poor. If the Qadha is delayed again in the following years, the kaffara is not repeated.","/english/qa/25366/"
"215","
2
Question: Can a person who is fasting in the holy month of Ramadhan serve food to non-Muslims?","Answer: By looking at the issue on its own merit, there is no problem in it.","/english/qa/25367/"
"216","
3
Question: According to some jurists, a person who intentionally invalidates his fast during the month of Ramadhan by committing a sin has to pay all three kinds of penalty [that is, fasting for sixty days, feeding sixty poor people, and emancipating a slave]. What should a person therefor do during our time when emancipating a slave is impossible since there are virtually no slaves?","Answer: The penalty of emancipating a slave is waived when it is no more possible. It should, however, be clarified that in our view, it is not obligatory to pay all three kinds of penalty for invalidating a fast during Ramadhan by committing a sin.","/english/qa/25369/"
"217","
4
Question: I wanted to know if we can brush our teeth during a fast. If so, how?","Answer: Washing the teeth with brush and toothpaste does not invalidate the fast as long as the person does not swallow the saliva that has mixed with the toothpaste. However, the lingering flavor or taste of the paste that mixes with the saliva does not affect the fasting.","/english/qa/25372/"
"218","
5
Question: Is it necessary to perform last year's qadha fast before the beginning of this year's Ramadhan or can I keep it later?","Answer: It is necessary to observe the Qadha of the previous year's fast before the next Ramadhan but if you have failed to do so, you should observe the Qadha in the following year(s) and you should also give kaffara of 750 grams of food stuffs for each day to the poor. If the Qadha is delayed again in the following years, the kaffara is not repeated.","/english/qa/25373/"
"219","
6
Question: What is the Islamic ruling in regards to swallowing one's own phlegm?","Answer: It is preferable for the fasting person not to swallow phlegm that has reached the mouth as a measure of recommended precaution, although it is permissible for him to swallow it. Similarly, it is permissible for him to swallow the saliva that has gathered in the mouth, even in large quantities.","/english/qa/25375/"
"220","
7
Question: What is the ruling about chewing gum in the month of Ramadhan?","Answer: There is no problem in chewing a gum though he might feel the flavor insofar as the gum does not have particles to be swallowed. But if it has particles which spread in the saliva, it is necessary to avoid chewing it or swallowing the saliva which contains the particles. In case there are no particles  or substance to be swallowed, there is no problem in chewing it.","/english/qa/25376/"
"221","
8
Question: Some people have asthma and need to use puffers when fasting. What is the ruling on that?","Answer: If the spray that comes out of the nozzle enters the respiratory tract and not the passage of food and drink, it does not invalidate fast.","/english/qa/25377/"
"222","
9
Question: I am a married woman, and my husband is of another sect, he requests that I break my fast and have Iftar in accordance to his Maghreb (sunset), which is usually 15 minutes before our Maghreb prayer, can I break my fast with him?","Answer: The obligatory precaution is that as long as the redness in the eastern sky appearing after sunset has not passed overhead, one should not break the fast. 
This ruling is based on obligatory precaution,  you may refer to the next learned Mujtahid.","/english/qa/25378/"
"223","
1
Question: What is the niyyah of fasting? How should one make niyyah of fasting?","Answer: It is not necessary for a person to pass the niyyah for fasting through his mind or to say that he would be fasting on the following day. In fact, it is sufficient for him to decide that in obedience to the command of Allah he will not perform from the time of Adhan for Fajr prayers up to Maghrib, any act which may invalidate the fast. If a person forgot that it was the month of Ramadhan, and takes notice of this before Zuhr and if he has not performed some act which will invalidates a fast and he makes niyyah, his fast is valid. But if he takes notice of this after Zuhr, he should not perform any act till Maghrib which invalidates a fast and should, as an obligatory precaution, also observe qadha of that fast after Ramadhan.","/english/qa/25348/"
"224","
2
Question: Is it necessary to mention the niyah of fasting verbally?","Answer: It is not necessary to utter the niyah (intention) verbally. To pass it through your mind or to simply have the intention to perform it would suffice.","/english/qa/25380/"
