"","Question","Answer"
"173","السؤالما معنى كلمة الإمام الحسين(ع)؟
فإن نُهزَم فهزّامون قِدماً وإن نَهزِم فغير مهزَّمينا
","بسمه سبحانه يقول(ع) ــ والله العالم ــ ان كانت الغلبة في هذه الحرب في الظاهر له فليس ذلك بعجب فإنه ووالده وجده قد غلبوا الكفار والمنافقين سابقاً.
وإن غُلب وقُتل وكانت الغلبة الظاهرية عليه للأعداء فلا يعد ذلك هزيمة له ولا جبناً كما أشار في البيت اللاحق
وما أن طبنّا جبناً ولكن   منايانا ودولة آخرينا
والله العالم، وإنما الهزيمة الحقيقية لمن لم يصل إلى مقصوده من الحرب والمبارزة ولو كان في غير القتال، فإنَّ سيد الشهداء(ع) قد أحرز غرضه فتمكن من سقي الإسلام بدمه الطاهر ليبقى إلى يوم القيامة وهزم يزيد الذي كان يسعى في محو الإسلام والله العالم وهو ولي التوفيق.
"
"174","السؤالما نتيجة تحقيقكم بخصوص مقولة كل يوم عاشوراء وكل أرض كربلاء؟ وحكمها الشرعي؟ وهل تتفقون مع الرأي الذي يراه بعض العلماء بأنَّ هذه العبارة من ترويج بني أمية؟","بسمه سبحانه هذه المقولة مستنبطة مما جرى على أهل البيت(ع) وأتباعهم في الماضي وما جرى عليهم في الحاضر، ونسبة هذه الالفاظ إلى المعصومين(ع) يفتقر إلى ثبوت السند، وحينما نتأمل فيما جرى على أهل البيت(ع) بعد واقعة الطف وعلى أولادهم وشيعتهم من القتل والإبادة وما يجري على أتباعهم والرافعين لرايات أهل البيت ومن يقيمون شعائر الحسين(ع) في كل زمان ومكان يقتضي إنطباق هذه المقولة."
"175","السؤالبعض الروايات والقصص التي تظهر أنَّ آل البيت جزعوا وأن النساء خرجن غير متسترات وللشعور ناشرات وهذا لا يليق بهن ولا بقوة إيمانهن.","بسمه سبحانه اعلم يا بني أنَّ هذا إنْ كان باختيار المؤمنات والعلويات والقرشيات فهو لا يليق، وإن أرغمنَّ على ذلك كحرق الخيام وسلب الأغطية كما ورد في الروايات فما وجه الإشكال؟"
"176","السؤالما معنى الطلقاء الواردة في كلام العقيلة عليها السلام  مع يزيد؟","بسمه سبحانه إنَّها (عليها السلام)ــ حسب الظاهر ــ تشير إلى يوم فتح مكة حيث قال الرسول الأعظم(ص) لما جمع الطغاة الذين كانوا قد حاربوه وألجأوه إلى الهجرة منها بعدما استفسرهم بقوله ماذا ترون أنني فاعل بكم؟ قالوا أخ كريم وابن أخ كريم، فقال لهم اذهبوا فانتم الطلقاء، فكان أبو يزيد وجده وسائر أسرة هذه الشجرة اللعينة رجالاً ونساءً عدا ــ أم حبيبه زوجة النبي(ص) ــ في مكة وكان يحق شرعاً للرسول(ص) إن ثبت ذلك أن يسترقهم ويستعبدهم ولكنه أعتقهم بقوله المتقدم والله العالم."
"177","السؤالما صحة ما ينسب إلى أهل البيت في هذه الفقرة من الزيارة (وإياب الخلق إليكم وحسابهم عليكم) مع إنَّ هذا الكلام يعارض القرآن الكريم في سورة الغاشية (إِنَّ إِلَيْنَا إِيَابَهُمْ * ثُمَّ إِنَّ عَلَيْنَا حِسَابَهُمْ)؟","بسمه سبحانه وردت هذه الفقرة في الكتب المعتبرة ولا بأس بقراءتها بقصد الدعاء.
وأعلم أن هناك أحكام مختصة بالله سبحانه، وهناك أعمال يكلِّف الله سبحانه بها بعض عباده فمثلاً ما ورد إن الله سبحانه وكَّل ملكين بكل إنسان أحدهما لتسجيل الحسنات والآخر لتسجيل السيئات، والمؤمنون في يوم القيامة يحشرون بقيادة الأئمة الأطهار(ع) كما قال سبحانه (يَوْمَ نَدْعُو كُلَّ أُنَاسٍ( وشيعة كل إمام في ظرف وجوده يحشرون بقيادته وهو الذي يتشفع لهم وهم يرجعون إليه في تخليص أنفسهم من المعاقبات الإلهية، هذا هو المعنى المقصود وللبحث الطويل والعميق مجال آخر والله العالم. 
"
"178","السؤاليقال أنه عندما ولد الإمام الحسين(ع) مرَّ جبريل(ع) في طريق نزوله أو صعوده بأحد الملائكة فطلب منه هذا الملك أن يطلب من الله أن يسامحه ببركة الإمام الحسين(ع)، ولكن الملائكة لا تخطيء حسب ما ورد في القرآن فكيف ذلك؟","بسمه سبحانه لم يكن ما صدر من ذلك الملك معصية إنما هو أولى بالفعل من الترك ويعبَّر عنه في كلمات العلماء (بترك الأولى) والحادثة موجودة في الكتب المعتبرة وهو لا ينافي العصمة والله العالم."
"179","السؤالهل في المقطع الوارد في الزيارة الجامعة (وإياب الخلق إليكم وحسابهم عليكم) محذور شرعي أو تناقض مع القرآن (إن إلينا إيابهم ثم إنَّ علينا حسبابهم)؟.","بسمه سبحانه لا تناقض بين الفقرة المذكورة من الزيارة مع ما في كتاب الله العزيز فإنَّ الله سبحانه ينسب أفعال بعض عباده إليه إذا كانت تلك الأفعال الصادرة منهم تكون بتوكيل وتوظيف منه تعالى قال الله سبحانه (وَمَا رَمَيْتَ إِذْ رَمَيْتَ وَلَـكِنَّ اللّهَ رَمَى(، وقال في حق المجاهدين (فَلَمْ تَقْتُلُوهُمْ وَلَـكِنَّ اللّهَ قَتَلَهُمْ)، ومعلوم أيضاً أنَّ المباشرة في منح الثواب ونعيم الجنة وعذاب القيامة في النار يكون بفعل الملائكة مباشرة ومع ذلك فإنَّ الله ينسب ذلك كله إليه فإنه كانت الشفاعة وتميِّز المؤمن عن المنافق والمحق عن المبطل يوم القيامة بأمر منه تعالى وبمباشرة من المعصومين(ع) فنسبته إليه سبحانه لأنَّه يكون بأمره سبحانه لهم بمقتضى القاعدة، ويمكن أن يكون المقصود من قوله في الزيارة (وإياب الخلق إليكم وحسابهم عليكم)، أنَّ مودة الأئمة(ع) وطاعتهم وولايتهم هو المناط في الفوز ولذلك عبَّر عنه بما ورد في الزيارة والله العالم."
"180","السؤالورد في زيارة وارث (السلام عليكم وعلى أجسامكم وعلى أجسادكم) فما الفرق بين الجسم والجسد؟","بسمه سبحانه فُسَّر الجسم بما له طول وعرض وعمق ولا تخرج أجزاء الجسم عن كونها أجساماً طبيعية وأن قُطِع ما قُطِع وجُزّء ما قد جُزَّء.
وأما الجسد فالظاهر من بعض أئمة اللغة كالخليل الفراهيديرحمه الله  ــ على ما نُقِل عنه ــ أنه أخص من الجسم فلا يُقال الجسد لغير الإنسان من الخلق كالأرض ونحوه، وأيضاً فإن الجسد الذي له لون والجسم يُقال لما لا يتبين له لون أيضاً كالماء والهواء والله العالم. 
"
"181","السؤالما معنى العبارة الواردة في زيارة الناحية المُقدسة (فَبَرَزْنَ من الخدور ناشرات الشعور على الخُدود لاطمات وبالعويل داعيات)؟","بسمه سبحانه المعنى اللغوي لِمفردات العبارة المذكورة واضحٌ والإشكال من جهة الحِجاب، فعلى فَرِضِ صحة سند الزيارة ينحل الإشكال بأن الذي حَدَثَ من هذه الفجائع إنمَّا كان بعد حَرق الخيام والله العالم."
"182","السؤالروى السيد ابن طاووس (رحمه الله) في كتابه فرحة الغري عن النبي(ص) مخاطباً الإمام علي(ع) (ولكن حثالةً من الناس يُعيّرون زوّار قبورِكم كما تُعيَّر الزانية بِزناها، أولئك أشرار أمتي لا نالتهم شفاعتي ولا يردون حوضي).
لدي أسئلة عن هذه الرواية
1ــ ما مدى اعتبار هذه الرواية متناً وسنداً؟
2ــ قد ضَعّفَها البعض بسببِ أحد رواتها، ولكن من وجهة نظركم هل هي معتبرة؟
3ــ هل هناك روايات مُعتبرة تُفيد نفس المعنى، نرجو أن ترشدونا إليها؟
4ــ هَلاّ تذكرون روايات مُفيدة في هذا المجال؟
","1ــ بسمه سبحانه الرواية من الروايات المرويّة في الكتب المعتبرة، والسيد ابن طاووس من أجلاّء علمائنا المُبرزين والمُقدّسين لدى الأمامية، ومتن الرواية يُصدَّقُهُ الواقع المرير الذي نلمسه من فِعل النُّصاب والله العالم.
2ــ بسمه سبحانه يكفي في تصديق الرواية انطباق مضمونها بما ذكرنا والله العالم.
3ــ بسمه سبحانه توجَد رواية بمضمون هذه الرواية وهناك روايات كثيرة جداً تدل على فضيلة زيارة الأئمة(ع) خصوصاً سيد الشهداء(ع) والله العالم.
4ــ بسمه سبحانه راجع كتاب كامل الزيارات لمحمد بن قولويه فقد جَمَعَ معظم الروايات الواردة في شأن زيارة العتبات المُقدسة والله الهادي. 
"
"183","السؤالسؤالي عن هذه المقولة (يا ليتنا كنا معكم) المفروض أن نقول (يا ليتنا كنا معهم)، فأنا اسأل عن تلك المقولة هل هي صح أم خطأ إن قلتُ (يا ليتنا كنا معهم)؟","بسمه سبحانه كلٌ من التعبيرين صحيح في موقعه فحينما تخاطِب أحد المعصومين(ع) أو أحد أنصار الحسين(ع) فينبغي أن تستعمل التعبير (معكم)، وإذا لم تكن في حال الخطاب فالتعبير يكون (معهم)، والمتحصل انه يَتَحكم ظرف استخدام التعبير في تحديده والله العالم."
"184","السؤالقال سيدنا ومولانا الإمام الصادق(ع) عندي حديث عن كربلاء لولا خوفي عليكم أن تموتوا لرَويتُهُ لكم، هل هناك أسرار جَرَت في كربلاء غير استشهاد الإمام(ع) وأصحابه الكرام، وهل العلماء حفظهم الله تعالى يعرفون هذه الأسرار؟","بسمه سبحانه اعلم يا بُني إن ما وصل من تفاصيل هذه الفاجعة هو أقل القليل من الكثير الذي يعلمه المعصومون(ع) لأن بني أمية كانوا قد أغلقوا الطُرق والأفواه لنقل الفاجعة بتفاصيلها والله العالم. "
"185","السؤالاستوقفتني هذه الكلمات الرائعة التي أطلقها سيد الشهداء الإمام الحسين(ع) وهي (خُطَّ الموتُ على وِلد آدم مَخَط القِلادة على جِيِد الفتاة، وما أولهني إلى أسلافي اشتياق يعقوب إلى يوسف)، فماذا يقصد الإمام بهذه العبارة تحديداً (خُطَّ الموتُ على وِلد آدم مَخَط القِلادة على جِيِد الفتاة)؟ أحاول أن افهمها من سماحتكم وشكراً.","بسمه سبحانه مما يمكن أن يكون مقصوداً له(ع) أن الموت محيط بابن آدم وزينةٌ له كالقِلادة في جيد الفتاة وأن الموت يُشجَّع الإنسان على السعي لِما وَراء الموت كما أن الفتاة الصغيرة حينما تتزين بالقِلادة تتشمم رائحة النضج فتُعِد نفسها لتأسيس الأسرة بعدما يقسم الله لها الارتباط الزوجي مع كفؤٍ لها والله العالم."
"186","السؤالأريد معرفة ما معنى (حُسين مني وأنا من حسين) كيف يكون رسول الله(ص) جُزءً من الحُسين(ع) تارةً والحُسين(ع) جُزءً من رسول الله(ص) تارةً أُخرى؟"," أريد معرفة المعنى الباطني لهذه العبارة الشهيرة التي طالما اعتدنا سماعها في مجالس أبي عبد الله(ع) وحُرِمنا معرفة حقيقتها وباطنها؟"
"187","السؤالما حكم لبس السواد بعد شهري محرم وصفر؟ خصوصاً إذا كان بنية العزاء وإظهار الحزن على سيد الشهداء (عليه السلام)؟","بسمه سبحانه الحزن وإبرازه على الحسين (ع) وباقي أهل البيت (ع) أمر مرغوب به ومطلوب شرعاً، ولبس السواد بالطرق المتعارفة منه بل أبرزها تجسيدٌ لذلك، ومن يفعل ذلك لأجل ما ذكرناه يستحق الأجر والثواب الجزيلين من الله سبحانه. وينبغي إبراز امتياز الحزن على سيد الشهداء على الحزن على باقي المعصومين وذلك يتحقق في لبس السواد في شهري محرم وصفر وفي يوم وفيات المعصومين (ع). والله العالم"
"188","السؤالبناء على كراهة لبس السواد مطلقاً على مصائب أهل البيت (عليهم السلام) هل ترتفع الكراهة بلبسه عند الرجال والنساء بقصد الحزن على مصائبهم (عليهم السلام) في أي وقت وزمان خصوصاً أن النساء المحجبات غالبا ما يرتدين السواد كالعباءة مثلا؟","بسمه سبحانه لم يثبت عندي كراهة لبس السواد نعم ثبت عندي كراهة لبس الحذاء الأسود والروايات الواردة في هذا الشأن التي فسرت بما جاء بالسؤال كما يظهر بالتأمل تعني السواد الذي كان شعاراً سياسياً للعباسيين أعداء أهل البيت (لعنهم الله) والله العالم."
"189","السؤالورد أنه يكره الصلاة بالملابس السوداء , فهل إن الكراهـة ترفع حزناً على كل الأئمة المعصومين (ع) في ذكرى إستشهادهم أم إن الوارد فقط حزنـاً على الإمام الحسين عليه السلام ؟ ","بسمه سبحانه يرفع الحزن على أي معصوم من لدن الرسول الأعظم إلى الإمام العسكري (ع) . و الله العالم"
"190","السؤالهل في لبس السواد و إكثاره محاذير يجب أن يقع فيها المؤمنين ؟","بسمه سبحانه  علمنا مما تقدم أنه لا محذور في ذلك شرعاً و عرفاً ما دام الإنسان محفوظاً من شر أعداء أهل البيت . و الله الهادي و هو العالم"
"191","السؤالمن أين اتخذت هذه العقيدة ؟","بسمه سبحانه  هذه العادات و أشباهها تحدث في المجتمعات بالتدريج و أما خصوص لبس السواد فيظهر من عموم العالم أنه يعتبره طريقاً في إظهار الحزن و لعل هذا العمل كظاهرة برزت بعد سقوط سلطة بني أمية و بني العباس حين خف الضغط على شيعة أهل البيت - ع - في الجملة و في بعض المناطق . و الله العالم"
"192","السؤالما حكم لبس السواد في شهري محرم و صفر ؟","بسمه سبحانه  قلنا في ضمن إجاباتنا إن كل عمل يتضمن إحياء فاجعة الطف و جلب الناس إلى الحزن على الحسين - ع - و تذكير الناس لتلك الفاجعة الأليمة مطلوب ما لم يكن هناك نهي من الشارع . و ليس فيما ذكرت إشكال شرعي فهو مطلوب مرغوب يثاب عليه الإنسان إذا قصد إحياء مظلومية الحسين - ع - و إحياء فاجعة الطف و مشاركة أهل البيت - ع - في حزنهم . و الله الموفق"
"193","السؤالما هو حكم شقّ الجيب لمصيبة الإمام الحسين(ع)؟","بسمه سبحانه هذا أحد مَظاهر التوجّع والتألم على تلك المُصيبة العظمى وهو ــ أي التألم والتوجع ــ مطلوب شرعاً،والله العالم."
"194","السؤالهل توجد كراهة في الصلاة في لبس السواد من قبل الرجال لإظهار الحزن على الإمام الحسين(ع)؟","بسمه سبحانه لا كراهة في الصورة المذكورة والله العالم."
"195","السؤالما هو رأي سماحتكم في لبس السواد لمصيبة الإمام الحسين(ع)؟","بسمه سبحانه الحُزن وإبرازه على الحسين(ع) وباقي أهل البيت(ع) أمر مرغوب به ومطلوب شرعاً ولبس السواد بالطرق المُتعارفة منه بل أبرزها تجسيداً لذلك، ومن يفعل ذلك لأجل ما ذكرناه يستحق الأجر والثواب الجزيلين من الله سبحانه والله العالم."
"196","السؤالما هو حكم لبس السواد في الأيام الفاطمية مع العلم إن الموسم يمتد لعشرة أيام تتخلله ليالي الوفاة؟","بسمه سبحانه إن كان القصدُ منه تعظيم الشعائر فلا بأس به بما إنَّه إظهار للحزن على وحيدة النبي الأعظم(ص) حيث إنَّ لبس السواد يُعتبر في معظم البلاد رمزاً للحزن وإظهار الأسى فهو بهذا الاعتبار عملٌ حسن مرغوب مطلوب شرعاً إن شاء الله والله العالم."
"197","السؤالس1/ ما هو حكم لطم الشور على سيد الشهداء الحسين (عليه السلام) وقول وتكرار (حسين حسين) وبعض الأحيان عند التكرار تخفف الحاء ونسمع (سين سين)؟ س2/ اللطم عراة على ريحانة رسول الله (صلى الله عليه وآله)؟ س3/ إطفاء الأضوية وتشغيل ضوء أحمر تأسياً على سيد الشهداء (سلام الله عليه)؟","ج1/ بسمه سبحانه لا إشكال في ترديد وتكرار كلمة (حسين (ع)) وما يدل عليها فهو نوع من الترخيم الناشئ من عدم التزام العامي بفصيح اللغة العربية الشريفة بسبب اختلاف اللهجات واختلاط العرب بغيرهم. والله العالم
ج2/ بسمه سبحانه إن كان الغرض إحياء ذكرى الطف المؤلمة ولأجل أن تبقى جذوة متقدة فلا بأس. والله العالم
ج3/ بسمه سبحانه لا مانع من ذلك أيضاً. والله العالم
"
"198","السؤالهل يجوز للمرأة أن تلطم وجهها وتنثر شعرها في العزاء الحسيني؟","بسمه سبحانه يجوز ذلك إذا كان أمام النساء فقط ولا يراها الرجل الأجنبي والله العالم."
"199","السؤالهل يجوز للمرأة أن تعمل مأتماً على الإمام الحسين عليه السلام و تلطم و ترفع النقاب و يخرج شيء من منطقة الصدر للطم أمام النساء في مجلس النساء ؟","بسمه سبحانه لا مانع من ذلك ما لم يكن هناك ما ينافي الشرع كرفع الصوت للأجانب أو وجود أجنبي معهم . و الله العالم"
"200","السؤالماذا تنصحون بأداء هذه الشعيرة ؟","بسمه سبحانه عرف ما ينبغي فعله من خلال الأجوبة المتقدمة . و الله العالم"
"201","السؤالهل في اللطم ما ينقص من هيبة الإسلام أو هوية التشيع ؟","بسمه سبحانه لا أرى في ذلك شيئاً مما ذكرت بل من شدة معارضة أعداء الحسين و أعداء أهل البيت لهذا العمل يتبين مدى أهمية هذا العمل في نشر التشيع و جلب الناس إلى ولاء أهل البيت الذي هو سفينة النجاة ألا ترى أن من عادة البشر أنه يفرح من بكاء عدوه و حزنه و لا يرتاح في فرحه و في قضية الحسين - ع - بالعكس الشيعي يبكي و لا يرضى السني و الشيعي يلطم و العدو يتأذى الشيعي يصرخ و العدو لا يتحمل و كل ذلك دليل على أن فاجعة الطف رمح في صدور الأعداء و يشعل نار الحقد في قلوبهم و هذا الحقد الذي ورثوه من أعداء أهل البيت كبني أمية و بني العباس الذين سعوا لمحو مذهب أهل البيت - ع - . و الله الهادي"
"202","السؤالما هو رأي سماحتكم في اللطم في العزاء الحسيني و غيره تشريعاً و تطبيقاً ؟","بسمه سبحانه قد علم "
"203","السؤالما هو أصل اللطم على سيد الشهداء عليه السلام برأي سماحتكم ؟","بسمه سبحانه قد علمنا من الأجوبة المتقدمة أن لكل قوم و منطقة و لكل عرف من الأعراف الشعبية طريق خاص لإبراز الفرح أو الحزن على شيء و الأئمة - ع - أمرونا بإحياء هذه الفاجعة و لم يحددوا طريقاً معيناً مما يعني جواز كل عمل ما لم يتضمن ارتكاب محذور شرعي بأي نحوٍ من الأنحاء فيجري هذا في كل الطرق و كل الأعمال التي يقوم بها أتباع الحسين - ع - في إحياء الواقعة الأليمة . اللهم أنصرهم و أيدهم و سددهم و اجعل ثوابهم الجنة و شرفهم برؤية محيا الحسين - ع - قبل دخولهم الجنة إن شاء الله . و الله الموفق "
"204","السؤالبعض المؤمنين يضعون الطين على وجوههم وأجسامهم بالكامل في يوم العاشر من محرم الحرام، وبعد ذلك يقومون باللطم على صدورهم، هل يجوز هذا؟ ","بسمه سبحانه إذا كان بدافع إبراز الحزن والأسف على سيد الشهداء (ع) فهو راجح . والله العالم"
"205","السؤالما حكم عزاء الشور الذي يكون فيه ترديد لإسم الإمام الحسين حسين حسين أو سين سين بحذف الحاء ؟","بسمه سبحانه لا إشكال في ترديد وتكرار كلمة حسين وما يدل عليها فهو نوع من الترخيم الناشئ من عدم التزام العامي بفصيح اللغة الذي ابتليت به اللغة العربية الشريفة بسبب اختلاف اللهجات واختلاط العرب بغيرهم . والله العالم "
"206","السؤالما حكم عزاء الشور المتضمن ترديد إسم الإمام الحسين عليه السلام بسرعة حسين حسين أو سين سين بحذف الحاء ؟","بسمه سبحانه لا إشكال في ترديد وتكرار كلمة حسين وما يدل عليها فهو نوع من الترخيم الناشئ من عدم التزام العامي بفصيح اللغة الذي ابتليت به اللغة العربية الشريفة بسبب اختلاف اللهجات واختلاط العرب بغيرهم . والله العالم"
"207","السؤالهل التبرع بالدم من الشعائر الحسينية؟","بسمه سبحانه التبرع بالدم ليس من الشعائر الحسينية و لا من شعائر الله و إن كان العمل حسناً. والله العالم"
"208","السؤالكما نعلم جميعاً أن شهادة الإمام علي (ع)  ستأتي في غضون أيام قليلة، وقد اعتدنا على ضرب الزنجيل على شهادة إمامنا (ع) لذلك فإن بعض العلماء يرون أن الزنجيل غير ملائم أثناء الصوم لأن الصوم يصبح غير صحيح، فما فتوى سماحتكم في هذه القضية؟","بسمه سبحانه ما لم يرغم الصائم على الإفطار فالعمل المذكور من الشعائر الدينية وفيه أجر وثواب ولا ينبغي التقاعس عنها لمن يتمكن منها. والله العالم"
"209","السؤالسؤالي هو حول قضية واحدة معينة. ما وضع الدم الذي يخرج من أجسادنا من أجل الإمام الحسين (ع) أثناء التطبير والزنجيل في عاشوراء. عندما أعود إلى المنزل في وقت صلاة الظهر هل يمكنني الصلاة بتلك الملابس الملامسة للدماء وذلك لأجل الصلاة في وقتها؟","بسمه سبحانه هذه الدماء إن أريقت تقرباً إلى الله سبحانه وتعاطفاً مع أهل البيت (ع) ولسيد الشهداء الإمام الحسين (ع) بالخصوص فنتقرب بها إلى الله سبحانه وتكون وسيلة لكسب شفاعة الرسول الأعظم وأهل بيته الأطهار يوم القيامة. وقد أمرنا بأن لا نصلي بالدم إذا كان أكثر من رأس الإبهام (الدرهم البغلي). اللهم إلا أن يكون الدم سائلاً لا يمكن قطعه وتضيق وقت الصلاة فعلينا أن نمتثل لأمر الله في الصلاة كما نمتثل بإظهار ودنا و ولائنا لأهل البيت. والله الموفق وهو العالم"
"210","السؤالهل يجوز التطبير إذا كان المرجع الذي أقلده يجيز ذلك ولكن الأهل لا يقبلون؟","بسمه سبحانه إن كان منع الأهل لأجل تنفرهم عن الشعائر الحسينية ومنها التطبير فيسمح للأولاد شرعاً بمخالفة الأهل في هذا الأمر . والله العالم"
"211","السؤالأمارس شعيرة الزنجيل منذ صغري ، هل يجوز ذلك ؟ و إذا نعم فما هي الأسباب ؟ و إذا لا فلماذا ؟","بسمه سبحانه قد قلنا مراراً و تكراراً أن هذه الشعيرة من أبهى الشعائر الحسينية فإن كنت تفعل ذلك لأجل المواساة مع الحسين -ع- و مع قتلى الطف الذين جرت دماؤهم في وادي الطف أو كنت تفعل ذلك لإبراز الإستعداد بكل غالٍ و نفيس للدفاع عن الحسين -ع- و مبادئه فإفعل ثم إفعل ثم إفعل .
جزاك الله خيراً و جزى والديك اللذين عوداك منذ صغر سنك على ذلك . و الله الموفق
"
"212","السؤالما هي كلمتكم إلى من يعبر عن حزنه بضرب الزنجيل ؟","بسمه سبحانه / آمل من الله تعالى أن يجازيهم بأن يرزقهم شفاعة أم الحسين (ع) الزهراء (ع) و شفاعة جده رسول الله (ص) بل يستفاد من بعض الروايات أن من يسعى في إحياء فاجعة الطف تكون له شفاعة خاصة من الحسين - ع - و التوفيق لرؤية محياه الشريف قُبيل الدخول إلى الجنة . و الله الموفق"
"213","السؤالهل في ضرب الزنجيل محاذير ؟","بسمه سبحانه / لا أعتقد فيه أي محذور شرعي و أما عدم قبول الأوربيين فلا يعد دليلاً فإنهم لا يستسيغون طوافنا حول غرفة مبنية من الأحجار و لا يستسيغون السعي بين الصفا و المروة و لا يقبلون رجم الجمرة بالأحجار و كذلك وقوفنا في عرفة و كذا صلاتنا و صيامنا فعدم قبول الأوربيين ذلك لا يعد دليلاً على رفض تلك الأمور مع أنهم يعتقدون و يمارسون أشد من ذلك . و الله الهادي "
"214","السؤالما موقف سماحتكم من ضرب الزنجيل حزناً و أساً على مصاب كربلاء تشريعاً و تطبيقاً ؟ و ما هو أصله ؟","بسمه سبحانه / قد بينا مراراً أنه من أبهى الشعائر بل كذلك التطبير و كل عمل يصب في قالب إحياء هذه الفاجعة ما لم يكن فيه ما يعارض الشرع الشريف و معلوم أن هذه تختلف باختلاف العادات و التقاليد من حيث الأزمنة و الأمكنة فهنيئاً لمن يشارك فيها و يتابع أمرها . و الله الموفق "
"215","السؤالما هي مرتبة المطبرين حزناً و أسى على سيد الشهداء عليه السلام ؟","بسمه سبحانه / إن المتطبر ما دام مخلصاً مبدياً للتفجع و مظهراً عزمه على إظهار كل ما في قضية الحسين و يبذل الغالي و النفيس من أجل الانتصار لقضية سيد الشهداء - ع - و بعد ذلك فهو عازم على إظهار كل ما من شأنه إبراز ما ضحى من أجله الحسين - ع - و الله الموفق"
"216","السؤالما هو رأي سماحتكم في التطبير تشريعاً و تطبيقاً ؟ ","بسمه سبحانه / قد قلنا مراراً إنها من أبهى الشعائر الحسينية و أحسن طريقة لإبراز الالتزام و العزم على التضحية بكل غالٍ و نفيس في سبيل الحسين - ع - و عدم رضا الأوربيين لا يعد دليلاً فهم لا يرضون بصلاتنا و لا حجنا و لا صومنا و لا لبسنا و أكلنا و ليس الدين ما يرضى عنه الأوربيون . و الله الهادي"
"217","السؤالما هو أصل التطبير و دليله الشرعي العقلي أو النقلي ؟","بسمه سبحانه أستغرب منك يا بني و من كل من ينحو نحوك و يمشي وراء ما ذكرت فإن الدليل يسأل ممن يحرم ذلك فإن الأفعال كلها على الجواز و الإباحة ما لم يدل دليل على الحرمة . و الله الهادي"
"218","السؤالأود أن أعرف ما هو وجه المقارنة بين التطبير والتبرع بالدم ؟ من أفضل التطبير أم التبرع بالدم ؟ لأنهما كلاهما فيهما خدمة للبشرية ، رغم إنني أفضل التبرع  بالدم ؟","بسمه سبحانه إذا كان هناك شخص مؤمن بحاجة للدم ولا يوجد له باذل فالتبرع مقدم حينئذٍ فقط على التطبير أن لم يمكن الجمع بينهما بتقديم قطرات الدم للحسين -ع- لتشفع لك أمه الزهراء (ع) يوم القيامة . والله الموفق وهو العالم"
"219","السؤالما هو رأي الشيعة بالنسبة للتطبير؟","بسمه سبحانه قد قلت مراراً طبر ثم طبر ثم طبر إلا اذا منعك الطبيب أو علمت انه سيؤدي الى هلاكك أو برأي الطبيب الحاذق أو ابتلائك بمرض عضال والله العالم ."
"220","السؤالبعضهم يَطْرَح مسألة التبرع بالدم وخاصة في يوم عاشوراء في قبال التطبير، السؤال هو هل يُعتَبَر التبرع بالدم شَعيرة؟ وهل بالإمكان أن يكون التبرع بالدم بَديلاً عن التطبير؟","بسمه سبحانه لا يكون التبرع بالدم بَديلاً عن التطبير في مَفهومِهِ ومَغزاه، نَعم التبّرع بالدم في إنقاذ حياة المؤمن البريء واجب كفائي على المؤمنين في كل زمان ومكان ولا مُوجب لأن يُجْعَل التبرع (بلا مُلزِم شرعي) مُعارضاً للتطبير الذي هو في حِدودِه شعيرة من شعائر الله.
 واعلم يا بُني إن هؤلاء جلّهم ضَعُفت عقيدتهم بالتشيع ومبادئهِ ــ لأسباب كثيرة ـ وأخذوا في لا شعورهم يتنصلون عنه وَوَصَلَ ببعضهم الحال إلى الإحساس بالنقص من الانتماء الشيعي، ولو تأملت في سلوكهم الحالي والغابِر لَوجَدتَ شطحات كثيرة صدرت منهم سلبتهم روحَ العقيدة ولذلك لا يواجهون العلماء والعباقرة في علومهم بل يلجؤون إلى إثارة الفتن في المجَالس العامة، ويَطرحون اجتهاداتهم المزَعومة أمام عامة الناس، وبعضهم يُحاول التقرُّب إلى أعداء الشيعة بِمِثل هذه التصرفات، وبعضهم يَطلب الشُهرة حسبما قيل ــ خالِف تُعرَف ـ.
 إن كان لدى هؤلاء مطالب علمية فعليهم أن يقصدوا العلماء ليناقشوهم بها ويتركوا عامة الناس يعملون بفتوى من يُقلدونه، وعُلماؤنا الأبرار معروفون بُنكران الذات والاعتراف بالخطأ والخضوع للواقع، وأنا شخصياً أعرف من كان يقول وما زال يقول (إن من يُرشدني إلى خطأي في شيء من المطالب العلميّة له في ذمّتي زيارة معصوم من المعصومين(ع))، قال الله سبحانه )فَاصْدَعْ بِمَا تُؤْمَرُ وَأَعْرِضْ عَنِ الْمُشْرِكِينَ(. والله الهادي.
"
"221","السؤالهل يجوز التبرع بالدم في ثواب الحسين(ع) وأهل البيت وهل هو أفضل من التطبير أو الجمع بينهما؟","بسمه سبحانه إذا كان هناك شخص مؤمن بحاجة للدم ولا يوجد له باذل فالتبرع مقدمٌ حِينئذٍ فقط على التطبير، والله العالم."
