"","Question","Answer","bookmark"
"589","
10
السؤال: امرأة كانت لسنين طويلة من أيام عمرها تتلفظ بالنية وتكرر تكبيرة الإحرام والان التفتت إلى هذا، فهل يجب عليها قضاء الصلاة التي اتت بها في تلك الفترة؟","الجواب: لا بأس بالتلفظ بالنية قبل الدخول في الصلاة بتكبيرة الإحرام وأما تكرار تكبيرة الإحرام فان كان العدد المكرّر زوجاً فهي باطلة ويؤدي إلى بطلان الصلاة فيجب قضاؤها وإن كان فرداً فالصلاة صحيحة وأيضاً لا تبطل الصلاة بزيادتها سهواً .","/arabic/qa/4313/"
"590","
1
السؤال: شخص كان لا يصلي الا صلاة العشاء عصياناً فهل تصح منه اذا اراد بعد التوبة قضاء الصلوات الفائتة؟","الجواب: ما اتي به من صلوات العشاء محكوم بالبطلان للاخلال بالترتيب عمداً.","/arabic/qa/5046/"
"591","
2
السؤال: هل يجب الترتيب في الصلوات ؟","الجواب: يعتبر الترتيب بين الصلاتين ، فلا يجوز تقديم العصر على الظهر عمداً ، نعم إذا صلى العصر قبل ان يأتي بالظهر لنسيان ونحوه صحت صلاته ، فإن التفت في اثناء الصلاة عدل بها إلى الظهر وأتم صلاته وإن التفت بعد الفراغ صحت عصراً وأتى بالظهر بعدها.
كما يعتبر الترتيب بين صلاتي العشاءين ولكنه لو صلى العشاء قبل أن يصلي المغرب لنسيان ونحوه ولم يتذكر حتى فرغ منها صحت صلاته ، وأتى بصلاة المغرب بعدها ولو كان في الوقت المختص بالعشاء.","/arabic/qa/9056/"
"592","
1
السؤال: ايهما أفضل قراءة القرآن او التعقيبات للصلاة ؟","الجواب: الوارد هو التعقيب بعد الصلاة وقراءة القرآن أيضا ًخير.","/arabic/qa/2461/"
"593","
2
السؤال: ما افضل تعقيب بعد الصلاة؟","الجواب: تسبيح سيدتنا الزهراء (سلام الله عليها) وهو التكبير أربعاً...الخ.","/arabic/qa/2462/"
"594","
3
السؤال: هل يشترط ان يكون التعقيب باللعة العربية؟","الجواب: لا يشترط ان يكون التعقيب باللغة العربية ، ولكن الافضل ان يكون بالادعية المأثورة المذكورة في كتب الادعية .","/arabic/qa/6573/"
"595","
4
السؤال: في فرض التزاحم أيّهما يقدّم التعقيب أو النافلة؟","الجواب: يندر التزاحم بين النافلة وأصل التعقيب بالدعاء، نعم قد يزاحم التطويل فيه، وقد ورد في الروايات فضلاً كبيراً لكلّ منهما، ولعل مجموع ما ورد في شأن النوافل الرواتب أبلغ لا سيما لتدارك قلّة الإقبال في الفريضة، نعم في صحيحة زرارة: (الدعاء بعد الفريضة أفضل من الصلاة تنفّلاً)، ولكن قد يُحمل ذلك على غير النوافل المرتّبة.","/arabic/qa/26182/"
"596","
5
السؤال: هل يجب ذكر الأئمة (عليهم السلام) في نهاية الصلاة؟
الجواب: لا يجب ولكن يستحب في التعقيب بعد الصلاة الشهادتان والاقرار بالأئمة (عليهم السلام).","
","/arabic/qa/8160/"
"597","
6
السؤال: هل يوجد ذكر خاص في تعقيبات الصلاة ؟","الجواب: من ذلك أن يكبِّر ثلاثاً بعد التسليم، رافعاً يديه على نحو ما سبق، ومنه ــ وهو أفضله ــ تسبيح الزهراء (عليها السلام) وهو التكبير أربعاً وثلاثين، ثم الحمد ثلاثاً وثلاثين، ثم التسبيح ثلاثاً وثلاثين، ومنه قراءة الحمد، وآية الكرسي، وآية شهد الله، وآية الملك، ومنه غير ذلك مما هو كثير مذكور في الكتب المعدة له.","/arabic/qa/20821/"
"598","
1
السؤال: هل يجوز ذكر (استغفر الله) وراء التسبيحات الثلاثة؟","الجواب: يجوز بل يستحب.","/arabic/qa/2463/"
"599","
2
السؤال: ما شخص كان يترك التسبيحات الاربع في الركعتين الثالثة والرابعة في صلاة الجماعة عندما يكون ماموماً، متصوراً ان الامام يتحمل من المأموم قراءة تلك التسبيحات كما يتحمل عنه قراءة الحمد والسورة في الركعتين الاوليين، فهل يجب عليه الاعادة او القضاء؟","الجواب: اذا كان جاهلاً قاصراً فلا شيء عليه وان كان مقصراً لزمته الاعادة ومع مضي الوقت يجب القضاء.","/arabic/qa/5028/"
"600","
3
السؤال: ما الفرق بين تسبيح فاطمة الزهراء (عليها السلام) والتسبيحات الاخرى؟","الجواب: ورد التاكيد على تسبيح الزهراء (سلام الله عليها) بعد الصلاة وسائر انحاء التسبيح ايضاً مستحب مطلقاً.","/arabic/qa/9492/"
"601","
4
السؤال: هل يجب مد الالف في (لا) الموجودة في التسبيحات الاربعة في الصلاة ؟","الجواب: لا يجب .","/arabic/qa/9604/"
"602","
5
السؤال: في الصلاة هل يجوز قراة التسبيح مرة واحدة بدل الثلاث؟","الجواب: نعم يجزي.","/arabic/qa/9812/"
"603","
6
السؤال: كم عدد التسبيحات الواجبة في الركعتين الثالثة والرابعة؟","الجواب: الواجب مرة واحدة والباقي مستحب.","/arabic/qa/10253/"
"604","
7
السؤال: ما حكم صلواتي اذا كررت التسبيحات او الصلوات وذلك لعدم نطق الصحيح بين السين والصاد او لعدم الفصل بين التسبيحات والصلوات على النبي واله (ص)، وعدم مراعات التشكيل في الكلمات بالوصل فاكررها تقريبا 3 مرات (التسبيحة والصلوات) حتى انطقها بالشكل الصحيح؟","الجواب: لايضر تكرار الذكر والدعاء والقرآن والصلوات في اي موضع من الصلاة وباي عدد كان.","/arabic/qa/10740/"
"605","
8
السؤال: في بعض الأحيان عندما أكون في الركعة الثالثة أو الرابعة، لا أدري هل أقلت التسبيحات مرتين أو ثلاث مرات، فهل يمكن لي أن أبني على الثلاث، وما حكم صلاتي؟","الجواب: الواجب مرة واحدة فقط.","/arabic/qa/11054/"
"606","
9
السؤال: اذا نقصت عمداً في عدد التسبيحات الثلاثة اثناء الركوع او السجود فهل تعتبر صلاتي باطلة ؟
الجواب: اذا أتيت بالتسبيحة الصغرى (سبحان الله ) اقل من ثلاث فلا تصح الصلاة الا اذا كنت معذورا في جهلك .","
","/arabic/qa/11233/"
"607","
1
السؤال: ما هو حكم ترك صلاة الصبح بشكل متكرّر ومن دون عمد؟","الجواب: لا يجوز إلا إذا عدّ متهاوناً في ذلك ويجب القضاء.","/arabic/qa/2464/"
"608","
2
السؤال: هل يجوز لتارك الصلاة العودة؟ وما حكم الصلاة في السابق؟","الجواب: يجب العود وعليه قضاء ما فاته من الصلوات الماضية بالمقدار المتيقن منها.","/arabic/qa/2465/"
"609","
3
السؤال: ما هو حكم تارك الصلاة وكيف يتم قضاءها ؟","الجواب: يستغفر ربه ويقضي الصلوات التي فاتته ولا ترتيب فيه .","/arabic/qa/2466/"
"610","
1
السؤال: كيف يتم المسح على الشعر عند زراعته وذلك لوجود ضرر عند المسح او خوف لتساقط الشعر المزروع أو كانت هناك بقايا دم على الرأس؟","الجواب: الشعر المزروع اذا لم يكن ينمو بعد الزرع فهو لا يعد جزءاً من بدن المزروع له سواء أكان طبيعياً او صناعياً وسواء كان تم زرعه باستخدام مادة صمغية ام لا. وعلى ذلك فهو مانع من صحة الغسل لاشغاله حيزاً من ظاهر البشرة، وكذلك لا يصح المسح عليه في الوضوء. والاقدام على ما يوجب تعذر الطهارة المائية والاضطرار الى الطهارة الترابية لفترة طويلة:محل اشكال.","/arabic/qa/25479/"
"611","
2
السؤال: ما هي الاشياء التي يصحّ التيمم بها؟","الجواب: يصحّ التيمم بالتراب ، والرمل ، والحجر، والمدر إذا كانت طاهرة، والجصّ والنورة ، والآجر، والخزف، والغبار المجتمع إذا عدّ تراباً دقيقاً عرفاً .","/arabic/qa/2467/"
"612","
3
السؤال: متى يجب على الفرد التيمّم ؟","الجواب: في الموارد التالية يجب التيمّم بدلاً عن الوضوء أو الغسل:
1- عدم وجود الماء ، أوعدم إمكان الوصول إليه .
2- حصول الضرر من استعمال الماء ، كحصول المرض مثلاً ، واشتداده، أوزيادته ، أوتأخّر الشفاء والبرء منه.
3- الخوف فيما لواستعمل الماء في الوضوء أوالغسل على نفسه ، أوعلى غيره ممّن يرتبط به ويكون من شأنه التحفّظ عليه والاهتمام بشأنه ، ولومن غير النفوس المحترمة ، إنساناً كان أوحيواناً.
4- استلزام الحرج والمشقّة إلى حدّ يصعب تحمّله عليه ، سواء أكان في تحصيل الماء ، كما إذا توقف على الاستيهاب الموجب لذلّه وهوانه ، أوعلى شرائه بثمن يضرّ بحاله - وإلاّ وجب الشراء وإن كان بأضعاف قيمته - أم في نفس استعماله لشدة برودته ، أولتغيّره بما يتنفّر طبعه منه ، أم فيما يلازم استعماله كما لوكان قليلاً لا يكفي للجمع بين استعماله في الوضوء وبين تبليل الرأس به مع فرض حاجته إليه لشدة حرارة الجو- مثلاً- ، بحيث يقع لولاه في الحرج والمشقّة.
5- ما إذا استلزم تحصيل الماء أواستعماله وقوع الصلاة أوبعضها خارج الوقت .
6- أن يكون مكلّفاً بواجب أهمّ ، مساوٍ يستدعي صرف الماء الموجود فيه ، كإزالة الخبث عن المسجد ، فإنه يجب عليه التيمم وصرف الماء في تطهيره وكذا إذا كان بدنه أولباسه متنجّساً ولم يكف الماء الموجود عنده للطهارة الحدثيّة والخبثيّة معاً ، فإنه يتعيّن صرفه في إزالة الخبث ، وإن كان الاولى فيه أن يصرف الماء في إزالة الخبث أوّلا ، ثم يتيمّم بعد ذلك.","/arabic/qa/2468/"
"613","
4
السؤال: اذا تيمم المكلف بدلا عن غسل الجنابة لعذر مثل ضيق الوقت فهل يجب عليه الغسل بعد ذلك؟","الجواب: نعم يجب بعد ارتفاع العذر الاغتسال للصلاة ونحوها.","/arabic/qa/2469/"
"614","
5
السؤال: إذا لم يبقَ شيء على انتهاء وقت الصلاة ولا مجال للوضوء فماذا نصنع؟","الجواب: اذا صادفتك مثل هذه الحالة كما لو استيقظت قبل طلوع الشمس ولا مجال للوضوء فعليك في هذه الحالة أ، تتيمم بدلاً عن الوضوء وتصلي. هكذا الحكم اذا كان عليك غسل واجب.","/arabic/qa/2470/"
"615","
6
السؤال: يدي مضمّدة بسبب حرق ولا يسمح لي بأن أجعل الماء يمّس الحرق فالجأ إلى وضوء الجبيرة لانني لا استطيع تقبّل التيمم فما الواجب في حالة الغسل علماً إنني؟ استطيع ازالة الضماد والغسل ولكن اريد راي الشرع في هذا ؟","الجواب: اذا امكنك غسل جميع الجسم ما عدا موضع الضماد ثم المسح بيدك المرطوبة على موضع الضماد فانت مخيّر بين الغسل كذلك والتيمم والا فعليك التيمم بيد واحدة.","/arabic/qa/2472/"
"616","
7
السؤال: اذا احتلم انسان في شهر رمضان قبل اذان الصبح ولم يكن هناك متسع من الوقت كي يغتسل ، لأنه اذا ذهب للغسل ربما يأذنّ وهو في الغسل، فماذا يفعل في تلك الحالة؟","الجواب: يتيمم ، ثم يغتسل للصلاة .","/arabic/qa/2473/"
"617","
8
السؤال: تيممت للصلاة بدلاً من الغسل لأني كنت أظن أن الوقت لا يكفي للغسل ، وبعد الفراغ من الصلاة تبين أن الوقت يكفي فهل عليّ إعادة الصلاة؟","الجواب: نعم على الأحوط وجوباً .","/arabic/qa/2474/"
"618","
9
السؤال: 1 - إذا كنت مجنباً وتيممت بدلاً عن الغسل لعذر شرعي وهو الخوف من المرض أو لوجودي في غير بيتي مما يسبب لي حرجاً في الغسل فهل يجب علي تبديل ملابسي قبل أن اصلي فيها؟
2 - إذا حصل ذلك وصليت فهل تقع صلاتي صحيحة وإذا كان لا يجوز فهل هي باطلة؟","الجواب: 1 - مع تنجّسها بالبول أو المني يجب تطهيرها أو تبديلها لأجل الصلاة .
2 - إذا كان جهلك بلزوم التطهير أو التبديل عن قصور فصلاتك صحيحة وإلاّ بطلت على الأحوط .","/arabic/qa/2952/"
"619","
10
السؤال: هل تلحق الرّضوض بالكسور في احكام الجبيرة؟ وهل تلحق الحروق بالجروح؟","الجواب: اما في الرّض فان كان الموضع مكشوفاً ولكن كان يتضرر باستعمال الماء فالمتعين هو التيمم وان كان مستوراً بالدواء فيكفي الوضوء الجبيرة، وهكذا حكم الحروق مع عدم صدق الجروح او القروح عليها.","/arabic/qa/4853/"
"620","
1
السؤال: هل يجوز إلقاء التحية على شخص من اهل الديانات الاخرى؟","الجواب: اذا لم يكن يظهر المعاداة للاسلام والمسلمين بقول أو فعل فلا بأس بالقيام بما يقتضيه الود والمحبة من البر والاحسان اليه.","/arabic/qa/2475/"
"621","
2
السؤال: هل يجوز للمصلي ابتداء السلام في الصلاة ؟","الجواب: لا يجوز للمصلي ابتداء السلام ولا غيره من أنواع التحية نعم يجوز رد السلام بل يجب ، وإذا لم يرد ومضى في صلاته صحت وإن أثم.","/arabic/qa/9057/"
"622","
3
السؤال: هل يكره السلام علي المرأة الشابة؟ وهل يشمل ذلك المرأة في مجال العمل؟","الجواب: نعم إلا أن تكون هناك جهة مساوية أو راجحة تقتضي القاء التحية عليها.","/arabic/qa/20730/"
"623","
1
السؤال: مسافر مسلم يعانق زوجته ويقبّلها أمام الناس أثناء التوديع فهل يجوز له ذلك ؟","الجواب: لا يحرم ذلك مع رعاية الستر والحجاب إذا لم يكن مثيراً والأولى تجنّب مثل هذه الامور.","/arabic/qa/2476/"
"624","
2
السؤال: هل يجوز تقبيل النساء غير المسلمات؟","الجواب: لا يجوز.","/arabic/qa/2477/"
"625","
3
السؤال: ما حكم تقبيل الرجل لبنات الأخ؟","الجواب: يجوز في نفسه.","/arabic/qa/2478/"
"626","
4
السؤال: هل يجوز للرجل تقبيل الصبية الاجنبية؟","الجواب: تقبيل الرجل الصبية الاجنبية لا بأس به اذا خلا عن التلذذ الشهوي والريبة وان كان الاحوط الاولي تركه اذا بلغت ست سنين.","/arabic/qa/3998/"
"627","
5
السؤال: ما هو حكم تقبيل يد العالم احتراماً وتعظيماً له؟","الجواب: يجوز.","/arabic/qa/8980/"
"628","
1
السؤال: ما حكم تسمية الاولاد ؟","الجواب: من حق الولد علي والده أن يسميه بالأسماء المستحسنة وأفضل الأسماء أسماء الانبياء وأسماء الائمة صلوات الله عليهم .","/arabic/qa/2479/"
"629","
2
السؤال: هل يصح تسمية البعض بـ (قادر) أو (قدوس) او  اي اسم من اسماء الله تعالي مجردة من كلمة (عبد)؟","الجواب: لا تجوز التسمية بالاسماء والصفات المختصة به كالله والرحمن وتجوز التسمية بما لا يختص به ولا ينصرف اليه عند الاطلاق كالبصير والسميع والقادر والاولي اضافة كلمة (العبد) اليه وان حُذفت عند الاستعمال تخفيفاً والاحوط عدم التسمية بما ينصرف الي الله تعالي عند الاطلاق كالرب والخالق والرزاق والرحيم والقدوس.","/arabic/qa/3593/"
"630","
3
السؤال: ما هي الاسماء المستحبة تسميتها للاولاد؟","الجواب: تستحب التسمية بالأسماء المتضمنة للعبودية لله عزوجل ، كما تستحب التسمية باسم النبي محمد (ص) وباقي الأنبياء والمرسلين (ع) ، وتستحب التسمية باسم علي , والحسن ، والحسين ، وجعفر ، وطالب ، وحمزة ، وفاطمة ، وتكره التسمية بأسماء أعداء الإسلام وأهل البيت (ع).","/arabic/qa/5910/"
"631","
4
السؤال: ما حكم تسمية الابناء بأسماء مركبة على أسماء اهل البيت (عليهم السلام) مثل(علي السجاد)(فاطمة الزهراء)او تسميتهم باضافة (ال) التعريف مثل (الرضا)؟","الجواب: يجوز والافضل تركه.","/arabic/qa/9615/"
"632","
1
السؤال: ما حكم التصفيق في مواليد الأئمة (عليهم السلام) وأفراح اهل البيت (عليهم السلام)؟","الجواب: لا مانع منه، ولكن ينبغي أن لا يكون ذلك بديلاً عن الذكر والصلوات في مواليدهم الشريفة.","/arabic/qa/2480/"
"633","
2
السؤال: ما حكم التصفيق في أفراح أهل البيت (عليهم السلام) - أثناء قصائد الفرح الولائيّة - في الحسينيات؟","الجواب: لا مانع منه في حدّ ذاته.","/arabic/qa/2481/"
"634","
1
السؤال: هل تقع مسؤلية التربية من ناحية المسائل الشرعية وغيره من الامور الحياتية في الشرع على الام او على الاب او على الاثنين معاً؟ واذا كان الوالدان منفصلين فعلى مَن تقع المسؤلية ؟","الجواب: هذا من شؤون الحضانة وهي مشتركة بينهما الى ان يبلغ الولد سنتين ثم تختص بالاب سواء انفصلا ام لم ينفصلا.","/arabic/qa/2482/"
"635","
2
السؤال: هل يجوز ضرب الأولاد ؟","الجواب: اذا توقف التاديب علي إعمال القوة والضرب جاز والاحوط لزوماً ان لايتجاوز في ذلك ثلاث جلدات وان يكون برفق بحيث لايوجب ذلك احمرار البدن او اسوداده وفي جوازه بالنسبة للبالغين اشكال فالاحوط لزوماً تركه.","/arabic/qa/2483/"
"636","
3
السؤال: ما هي نوعية البرامج والافلام التلفزيونية التي يحرم علي الوالدين ترك ابنائهما يشاهدونها؟","الجواب: كل ما ينافي تنشأتهم نشاة دينية صالحة مما يتضمن الامر بالمنكر والنهي عن المعروف ونشر الافكار الهدامة والصور الخلاعية المثيرة للشهوات الشيطانية وكل ما يوجب الانحطاط الفكري والخلقي للمشاهد.","/arabic/qa/3802/"
"637","
4
السؤال: هل يجوز للأب مراقبة الولد أو البنت من خلال فحص موقعه أو هاتفه ليرى مع من يتحدث صوناً له ؟","الجواب: يجوز بمقدار الضرورة في ما تتوقف عليه صيانته من المحرّمات.","/arabic/qa/11351/"
"638","
5
السؤال: مدرسة أوربية في ملاكها مدرسون لا يؤمنون بدين ينكرون أمام التلاميذ وجود الله تعالى، فهل يجوز إبقاء الطلاب المسلمين فيها، خصوصاً أن تأثرهم بأساتذتهم محتمل جداً؟","الجواب: لا يجوز، ويتحمل ولي الطفل كامل المسؤولية عن ذلك.","/arabic/qa/22123/"
"639","
1
السؤال: عندما تربّي المرأة ولداً يتيماً من أيامه الأولى بعد الولادة إلى أن يكبر، أي: تتبنّاه وتكتبه باسمها وكذلك باسم زوجها (أي بموافقة الزوج)، فهل يجب عليها أن تتحجّب أمام هذا الولد إذا أصبح بالغاً أو مميّزاً مع العلم أنها لم تقم بإرضاعه أيّة رضعة؟","الجواب: في كفالة الصبيّ المستحقّ من الأجر والثواب ما لا يخفى على أحد إلاّ أنّه لا يجوز التبنّي ولا يثبت به النسب ولا التوارث، ولا بُدَّ من إعلامه بالواقع بطريقة لا تؤثّر على نفسيّته سلباً، ولا يجوز تسجيله في السجلّ الشخصي (الجنسية)، بل لا بُدَّ من نفي اسمه عنها إن تم تسجيله مسبقاً، وإن لم يمكن ذلك ولو من جهة الحرج او الضرر وجب تثبيت الحقيقة وتوثيقها بالشهود.","/arabic/qa/3342/"
"640","
2
السؤال: ما حكم تبني الطفل الذي لا يعرف ابواه؟ وهل يجوز ان يسبح باسمه في سجل الجنسية؟","الجواب: ان في كفالة الصبي المستحق من الاجر والثواب ما لا يخفى على احد الا انه لا يجوز التبني ولا يثبت به النسب ولا التوارث ولابد من إعلامه بالواقع بطريقة لا تؤثر على نفسيته سلباً ولا يجوز تسجيله في السجل الشخصي (الجنسية) بل لابد من نفي اسمه عنها ان تم تسجيله مسبقا ، وإن لم يمكن ذلك ولو من جهة الحرج او الضرر وجب تثبيت الحقيقة وتوثيقها بالشهود.","/arabic/qa/26320/"
"641","
1
السؤال: هناك طلاب ممن ادرّسهم في المدرسة يرغبون بارادتهم بان اقوم بتدريسهم في البيت لقاء اجر معين فهل يجوز ذلك؟","الجواب: لا مانع من ذلك. إن لم يكن على خلاف القانون الذي التزمت بالعمل به بموجب العقد الوظيفي.","/arabic/qa/2485/"
"642","
2
السؤال: ما رأي سماحة السيد بالتدريس الخصوصي المنتشر في المدارس العراقية؟
الجواب: لا مانع منه إن لم يؤخذ على المدرس في العقد الوظيفي تركه.","
","/arabic/qa/7633/"
"643","
1
السؤال: هل يجوز مشاهدة كرة القدم في التلفزيون؟","الجواب: يجوز.","/arabic/qa/2486/"
"644","
2
السؤال: ما حكم مشاهدة المصارعة الأمريكية التي تعرض في التلفزيون؟","الجواب: لا تحرم مشاهدة المناظر المذكورة في حدّ ذاتها ، ولكن إذا كانت تؤدّي إلى فساد أخلاق المشاهدين بزرع الروح العدوانية في نفوسهم وانجرارهم إلى الاعتداء على الآخرين فلا بدّ من الاجتناب عن مشاهدتها.","/arabic/qa/2487/"
"645","
3
السؤال: هل يجوز متابعة برنامج ستار أكاديمي؟","الجواب: لايجوز لما يقال عنه من أن فيه اشاعة للفحشاء واللهو والطرب.","/arabic/qa/2488/"
"646","
4
السؤال: هل يجوز للرجل رؤية المراة في التلفزيون مباشرة ؟","الجواب: يجوز من دون تلذذ شهوي ويحرم النظر اذا كان بتلذذ شهوي فكانت المشاهد خلاعية او نصف خلاعية بل وكذا اذا لم يكن بتلذذ شهوي على الاحوط.","/arabic/qa/3115/"
"647","
5
السؤال: هل يجوز العمل بمهنة الاخراج التلفزيوني؟","الجواب: يجوز بشرط عدم إخراج الافلام الخلاعية والمبتذلة أو الموسيقي المحرمة والغناء.","/arabic/qa/3701/"
"648","
6
السؤال: هناك بعض المسلسلات العربية التي تعرض من على شاشة تلفزيون العراق حالياً ، يكون فيها لباس الممثلات غير شرعي بل غير اخلاقي يصل إلى درجة إظهار المرأة شبه عارية فما حكم الناظر إليها ذكراً كان او أنثى؟ وما حكم رب الاسرة الذي يسمح لاسرته بمشاهدتها ؟","الجواب: يحرم النظر إليها مع التلذذ الشهوي او خوف الوقوع في الحرام ، بل الأحوط لزوماً ترك النظر إليها وان كان من دونه وعلى المؤمنين ان يأخذوا الحيطة والحذر من كل ما يعرض في التلفزيون والفضائيات وخصوصاً اولياء الأمور فان عليهم ان يختاروا لابنائهم كل ما فيه صلاح دنياهم وآخرتهم وان يبعدوهم عن كل ما يلّوث فطرتهم النقية او يفسد اخلاقهم ولا حول ولا قوة إلاّ بالله .","/arabic/qa/4197/"
"649","
7
السؤال: ما هي الضوابط الشرعية لمشاهدة البرامج التلفزيونية؟ وهل تجوز مشاهدة البرامج العلمية والاخبارية والمتنوعة المفيدة إذا كانت تتفق مع الضوابط الشرعية وتتخلل تلك البرامج بعض الصور والاعلانات والأغاني التي يحرم النظر إليها والتي لا يمكن تجنب مشاهدتها بسبب عرضها السريع خلال البرنامج ؟","الجواب: لا بأس بذلك مع الإعراض وعدم التوجّه إلى المحرّمات المذكورة .","/arabic/qa/4231/"
"650","
8
السؤال: هل يجوز شراء جهاز التلفاز؟","الجواب: لا مانع منه و لايجوز اقتناؤه لمن لا يأمن من انجرار نفسه او بعض اهله الي استخدامه في الحرام.","/arabic/qa/4616/"
"651","
9
السؤال: ما حكم مشاهدة التلفزيون مع ان معظم البرامج غير مفيدة بل ملهية كالمسلسلات والافلام التي تمثّل فيها النساء السافرات والخالعات ومن لا اخلاق لهم، وربما يتركن اثراً سيئاً في نفوس المشاهدين والمشاهدات؟ وهل يجوز وضع التلفزيون وما يسمح به (الدش) في البيت؟","الجواب: يحرم استخدام التلفزيون في مشاهدة الافلام الخلاعية المثيرة للشهوات الشيطانية وما يوجب الانحطاط الخلقي والديني للمشاهد، واما اقتناء التلفزيون والدش فان كان يستتبع انجرار المقتني او بعض اهله الي استخدامها في المجالات المحرمة فهو حرام ايضاً.","/arabic/qa/4686/"
"652","
10
السؤال: هناك محطات تلفزيونية تقبض اشتراكات شهرية مقابل التقاط برامجها غير المختصة بالفساد ، وحين ينتصف الليل تعرض أفلاماً خلاعية ، فهل يجوز الاشتراك فيها؟","الجواب: لا يجوز ، إلاّ إذا وثق من نفسه ومن غيره عدم مشاهدة البرامج الخلاعية.","/arabic/qa/5961/"
"653","
1
السؤال: هل التمثيل الفني في المسرح أو التلفزيون حرام أم حلال؟","الجواب: هو في نفسه حلال ولكن اذا صاحبته المحرّمات من جهات أخرى حرم.","/arabic/qa/2489/"
"654","
2
السؤال: هل يجوز ان يعمل الشخص ممثلا في احد الافلام او المسلسلات اذا لم يكن في دوره ما يخالف الدين؟","الجواب: نعم يجوز.","/arabic/qa/3962/"
"655","
3
السؤال: اذا ارت التمثيل في احدي المسلسلات، فما هي الامور التي تخالف الدين في التمثيل؟","الجواب: هناك امور كثيرة تدخل في هذا النطاق وهي محرمة ولا يمكننا التحديد فمنها ما يتعلق باختلاط الرجال والنساء ومنها ما يتعلق بالموسيقي المستخدمة ومنها ما يتعلق بالمضمون فلا يجوز ان يكون مخالفاً للعقائد الحقة ولا مثيرا للشهوة ولا محرضا على الاثم ولا مروّجا للباطل ولا مدحا للطغاة وغير ذلك.","/arabic/qa/10146/"
"656","
4
السؤال: ماهو حكم التمثل بشرب الخمر بواسطة الماء؟","الجواب: لا ينبغي ذلك .","/arabic/qa/10808/"
"657","
1
السؤال: هل يجوز النظر إلى صورة بنت وهي الآن بالغة ومحافظة على سترها؟","الجواب: إذا كانت الصورة لا تطابقها وهي بالغة لتغيّر أوصافها فلا يبعد جواز النظر إلى الصورة في حدّ ذاته ، وأما لو كانت تطابقها ، فالاحوط وجوباً ترك النظر. نعم النظر إلى الوجه والكفّين من الصورة لا مانع منه .","/arabic/qa/2492/"
"658","
2
السؤال: هل يجوز إعطاء فيلم يحتوي على صور نساء محجّبات لرجل غريب لغسل الفلم وتحميضه؟","الجواب: يجوز ذلك إذا لم يعرفهن مَن يقوم بالغسل والتحميض، ولم تكن الصور مثيرة أو موجبة للافتتان .","/arabic/qa/2493/"
"659","
3
السؤال: هل يجوز النظر الى صورة المرأة غير المحجبة التي يعرفها ؟","الجواب: لا يجوز مع الشهوة بل بدونها على الاحوط.","/arabic/qa/2494/"
"660","
4
السؤال: هل عمل التماثيل والصور حرام ؟","الجواب: لا يجوز علي الاحوط تصوير ذوات الارواح من الانسان والحيوان وغيرهما تصويراً مجسماً كالتماثيل ولكن لا باس باقتنائها وبيعها وشرائها وان كان يكره ذلك .","/arabic/qa/3066/"
"661","
5
السؤال: ما حكم التصوير إذا كان المسلم يتخذه كمهنة؟","الجواب: يجوز.","/arabic/qa/3527/"
"662","
6
السؤال: هل يجوز أخذ صورة من قبل الزوج لزوجته وهي كاشفة لشعرها علماً ان القائم بالتحميض واعداد الصور شخص اجنبي؟ هل يجوز لصاحب المحل النظر الى شعرها؟","الجواب: يجوز له ذلك إذا لم يعرفها ولم تكن الصورة مثيرة عادة وكان النظر بلا تلذذ شهوي ولا ريبة .","/arabic/qa/4230/"
"663","
7
السؤال: هل يجوز التصوير داخل حرم الإمام الحسين (عليه السلام) ؟","الجواب: لابدّ من التقيّد بالتعليمات الصادرة بهذا الصدد من اللجنة المشرفة على الروضة المقدّسة .","/arabic/qa/4276/"
"664","
8
السؤال: ما هو الحكم الشرعي في عمل التصوير؟","الجواب: التصوير على ثلاثة أقسام :
الأول : تصوير ذوات الأرواح من الإنسان و الحيوان و غيرهما تصويرا مجسما كالتماثيل المعمولة من الخشب و الشمع و الحجر و الفلزات ، و هذا محرم مطلقا على الأحوط . سواء كان التصوير تاما أو ما بحكمه كتصوير الشخص جالسا أو واضعا يديه خلفه أم كان ناقصا ، من غير فرق بين أن يكون النقص لفقد ما هو دخيل في الحياة كتصوير شخص مقطوع الرأس أو لفقد ما ليس دخيلا فيها كتصوير شخص مقطوع الرجل أو اليد ، و أما تصوير بعض بدن ذي الروح كرأسه أو رجله و نحوهما مما لا يعد تصويرا ناقصا لذي الروح فلا بأس به كما لا بأس باقتناء الصور المجسمة و بيعها و شرائها و إن كان يكره ذلك .
الثاني : تصوير ذوات الأرواح من غير تجسيم سواء كان بالرسم أم بالحفر أم بغيرهما ، و هذا جائز على الأظهر ، و منه التصوير الفوتغرافي و التلفزيوني المتعارف في عصرنا .
الثالث : تصوير غير ذوات الأرواح كالورد و الشجر و نحوهما ، و هذا جائز مطلقاً و إن كان مجسماً .","/arabic/qa/5585/"
